calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,4.7,4.7,4.7,289.62,289.62,289.62,16.52,12.7,19.3,63.16,41.0,77.0,8.0,27.2
2,2,Feb,39.5,39.5,39.5,211.0,211.0,211.0,19.26,15.98,21.66,78.07,68.6,89.0,10.8,26.8
3,3,Mar,78.5,78.5,78.5,256.04,256.04,256.04,20.61,17.4,23.7,83.19,74.0,92.0,13.7,29.4
4,4,Apr,219.4,219.4,219.4,271.7,271.7,271.7,24.34,22.54,25.71,87.2,81.0,93.1,17.8,29.2
5,5,May,262.6,262.6,262.6,272.62,272.62,272.62,26.01,23.2,29.0,87.13,81.0,91.0,19.3,35.6
6,6,Jun,539.3,539.3,539.3,250.66,250.66,250.66,27.79,25.8,29.36,86.23,79.9,95.0,23.2,35.0
7,7,Jul,592.7,592.7,592.7,252.7,252.7,252.7,27.77,26.2,29.3,87.23,80.0,94.0,23.9,34.4
8,8,Aug,363.3,363.3,363.3,274.0,274.0,274.0,28.78,27.2,31.5,83.39,75.0,93.0,24.1,37.1
9,9,Sep,63.0,63.0,63.0,114.05,114.05,114.05,27.14,26.34,27.85,81.33,75.0,85.9,21.9,32.5
