calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,-3.91,-10.4,2.2,310
2,Feb,2.76,-5.46,10.36,303
3,Mar,8.2,1.54,16.0,368
4,Apr,15.6,9.2,23.42,400
5,May,20.61,13.83,27.6,434
6,Jun,25.56,20.19,31.4,420
7,Jul,27.14,23.7,31.0,434
8,Aug,28.66,23.9,33.99,432
9,Sep,24.78,20.8,28.6,122
