date,precipitation_sum,accumulated_precipitation
2026-01-01,0.0,0.0
2026-01-02,0.3,0.3
2026-01-03,0.0,0.3
2026-01-04,0.0,0.3
2026-01-05,0.0,0.3
2026-01-06,0.0,0.3
2026-01-07,3.4,3.7
2026-01-08,0.0,3.7
2026-01-09,0.8,4.5
2026-01-10,12.2,16.7
2026-01-11,0.0,16.7
2026-01-12,0.0,16.7
2026-01-13,0.0,16.7
2026-01-14,0.1,16.8
2026-01-15,16.5,33.3
2026-01-16,0.0,33.3
2026-01-17,0.2,33.5
2026-01-18,0.1,33.6
2026-01-19,0.0,33.6
2026-01-20,0.0,33.6
2026-01-21,0.0,33.6
2026-01-22,0.0,33.6
2026-01-23,0.0,33.6
2026-01-24,0.0,33.6
2026-01-25,0.0,33.6
2026-01-26,7.6,41.2
2026-01-27,1.6,42.8
2026-01-28,0.0,42.8
2026-01-29,0.0,42.8
2026-01-30,3.2,46.0
2026-01-31,0.8,46.8
2026-02-01,0.0,46.8
2026-02-02,2.4,49.2
2026-02-03,0.4,49.6
2026-02-04,1.2,50.8
2026-02-05,21.2,72.0
2026-02-06,0.0,72.0
2026-02-07,0.0,72.0
2026-02-08,0.0,72.0
2026-02-09,0.0,72.0
2026-02-10,0.0,72.0
2026-02-11,0.0,72.0
2026-02-12,0.0,72.0
2026-02-13,0.0,72.0
2026-02-14,0.0,72.0
2026-02-15,13.4,85.4
2026-02-16,0.0,85.4
2026-02-17,0.0,85.4
2026-02-18,0.0,85.4
2026-02-19,1.2,86.6
2026-02-20,0.0,86.6
2026-02-21,0.0,86.6
2026-02-22,0.0,86.6
2026-02-23,3.1,89.7
2026-02-24,1.6,91.3
2026-02-25,0.0,91.3
2026-02-26,0.0,91.3
2026-02-27,0.0,91.3
2026-02-28,0.0,91.3
2026-03-01,0.0,91.3
2026-03-02,0.0,91.3
2026-03-03,3.6,94.9
2026-03-04,0.0,94.9
2026-03-05,0.7,95.6
2026-03-06,2.9,98.5
2026-03-07,3.1,101.6
2026-03-08,0.0,101.6
2026-03-09,0.0,101.6
2026-03-10,0.0,101.6
2026-03-11,0.2,101.8
2026-03-12,1.8,103.6
2026-03-13,0.0,103.6
2026-03-14,0.0,103.6
2026-03-15,0.0,103.6
2026-03-16,0.6,104.2
2026-03-17,6.7,110.9
2026-03-18,0.0,110.9
2026-03-19,0.0,110.9
2026-03-20,2.3,113.2
2026-03-21,47.4,160.6
2026-03-22,0.0,160.6
2026-03-23,0.2,160.8
2026-03-24,0.0,160.8
2026-03-25,0.0,160.8
2026-03-26,0.5,161.3
2026-03-27,6.2,167.5
2026-03-28,3.9,171.4
2026-03-29,26.8,198.2
2026-03-30,0.1,198.3
2026-03-31,0.1,198.4
2026-04-01,9.8,208.2
2026-04-02,2.2,210.4
2026-04-03,7.7,218.1
2026-04-04,5.2,223.3
2026-04-05,0.1,223.4
2026-04-06,21.8,245.2
2026-04-07,9.6,254.8
2026-04-08,1.8,256.6
2026-04-09,0.0,256.6
2026-04-10,0.0,256.6
2026-04-11,2.8,259.4
2026-04-12,0.6,260.0
2026-04-13,0.0,260.0
2026-04-14,0.1,260.1
2026-04-15,20.9,281.0
2026-04-16,22.1,303.1
2026-04-17,0.0,303.1
2026-04-18,0.0,303.1
2026-04-19,0.0,303.1
2026-04-20,5.0,308.1
2026-04-21,14.7,322.8
2026-04-22,0.0,322.8
2026-04-23,0.0,322.8
2026-04-24,0.0,322.8
2026-04-25,0.0,322.8
2026-04-26,0.1,322.9
2026-04-27,0.0,322.9
2026-04-28,0.0,322.9
2026-04-29,0.0,322.9
2026-04-30,0.0,322.9
2026-05-01,0.0,322.9
2026-05-02,0.0,322.9
2026-05-03,0.0,322.9
2026-05-04,0.0,322.9
2026-05-05,3.7,326.6
2026-05-06,45.5,372.1
2026-05-07,0.5,372.6
2026-05-08,1.1,373.7
2026-05-09,3.0,376.7
2026-05-10,0.0,376.7
2026-05-11,0.0,376.7
2026-05-12,0.0,376.7
2026-05-13,0.0,376.7
2026-05-14,0.0,376.7
2026-05-15,0.0,376.7
2026-05-16,0.3,377.0
2026-05-17,0.5,377.5
2026-05-18,0.0,377.5
2026-05-19,0.0,377.5
2026-05-20,0.0,377.5
2026-05-21,0.0,377.5
2026-05-22,0.0,377.5
2026-05-23,0.7,378.2
2026-05-24,0.1,378.3
2026-05-25,0.1,378.4
2026-05-26,0.0,378.4
2026-05-27,0.2,378.6
2026-05-28,0.5,379.1
2026-05-29,0.1,379.2
2026-05-30,0.0,379.2
2026-05-31,0.0,379.2
2026-06-01,0.4,379.6
2026-06-02,0.0,379.6
2026-06-03,0.0,379.6
2026-06-04,0.0,379.6
2026-06-05,0.2,379.8
2026-06-06,0.1,379.9
2026-06-07,2.8,382.7
2026-06-08,24.6,407.3
2026-06-09,0.0,407.3
2026-06-10,0.1,407.4
2026-06-11,0.0,407.4
2026-06-12,0.0,407.4
2026-06-13,3.0,410.4
2026-06-14,0.2,410.6
2026-06-15,0.0,410.6
2026-06-16,0.0,410.6
2026-06-17,0.0,410.6
2026-06-18,9.1,419.7
2026-06-19,0.8,420.5
2026-06-20,0.0,420.5
2026-06-21,0.1,420.6
2026-06-22,0.0,420.6
2026-06-23,0.0,420.6
2026-06-24,0.0,420.6
2026-06-25,0.0,420.6
2026-06-26,0.0,420.6
2026-06-27,0.0,420.6
2026-06-28,5.9,426.5
2026-06-29,0.0,426.5
2026-06-30,0.0,426.5
2026-07-01,0.0,426.5
2026-07-02,0.0,426.5
2026-07-03,0.0,426.5
2026-07-04,0.0,426.5
2026-07-05,4.7,431.2
2026-07-06,0.2,431.4
2026-07-07,0.0,431.4
2026-07-08,0.0,431.4
2026-07-09,0.0,431.4
2026-07-10,1.4,432.8
2026-07-11,1.1,433.9
2026-07-12,0.0,433.9
2026-07-13,0.0,433.9
2026-07-14,0.0,433.9
2026-07-15,0.6,434.5
2026-07-16,0.9,435.4
