calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,14.88,10.9,18.3,311
2,Feb,16.63,13.4,19.92,309
3,Mar,16.26,12.0,19.9,372
4,Apr,19.18,14.9,23.9,392
5,May,22.31,17.2,31.87,434
6,Jun,23.51,20.5,26.0,420
7,Jul,26.41,22.4,32.1,434
8,Aug,25.71,22.44,28.5,425
9,Sep,27.53,23.1,32.4,300
