calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,17.95,11.9,23.0,341
2,Feb,20.6,14.24,26.83,308
3,Mar,19.73,13.7,24.5,374
4,Apr,24.47,17.4,29.8,390
5,May,27.87,19.86,35.34,417
6,Jun,31.47,23.13,37.2,424
7,Jul,33.31,25.02,38.8,413
8,Aug,33.45,25.6,38.8,403
9,Sep,31.68,23.84,36.7,243
