calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,28.21,23.8,31.9,372
2,Feb,28.31,24.2,31.7,336
3,Mar,29.63,25.3,32.3,372
4,Apr,30.17,26.9,32.6,360
5,May,28.78,26.3,30.8,372
6,Jun,28.26,26.49,29.6,360
7,Jul,29.01,27.4,30.4,396
8,Aug,28.29,26.9,29.4,372
9,Sep,28.64,26.3,30.4,276
