calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,14.36,10.9,17.8,372
2,Feb,14.06,11.0,17.3,336
3,Mar,15.01,11.6,18.09,372
4,Apr,15.1,11.79,18.4,360
5,May,16.08,12.6,19.89,372
6,Jun,15.48,12.0,18.8,360
7,Jul,16.79,12.41,20.49,372
8,Aug,17.32,12.51,21.0,372
9,Sep,17.64,12.95,21.2,156
