calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,36.9,36.9,36.9,298.77,298.77,298.77,27.99,27.4,28.4,82.0,79.0,84.0,24.1,32.7
2,2,Feb,42.9,42.9,42.9,267.25,267.25,267.25,28.32,27.9,28.96,79.71,75.7,84.0,24.1,31.9
3,3,Mar,22.3,22.3,22.3,288.47,288.47,288.47,28.89,27.8,29.5,76.32,73.0,80.0,24.4,32.4
4,4,Apr,75.2,75.2,75.2,274.13,274.13,274.13,28.64,27.68,29.51,77.8,73.9,81.0,24.8,32.5
5,5,May,148.3,148.3,148.3,258.67,258.67,258.67,28.2,27.3,29.3,80.32,76.0,85.0,24.3,32.9
6,6,Jun,251.9,251.9,251.9,240.31,240.31,240.31,27.02,25.89,27.83,83.9,80.0,87.2,23.8,31.7
7,7,Jul,223.1,223.1,223.1,249.22,249.22,249.22,26.22,25.5,27.0,84.52,82.0,87.0,23.5,28.8
8,8,Aug,106.8,106.8,106.8,280.95,280.95,280.95,26.01,25.6,26.5,84.32,83.0,87.0,23.9,28.5
9,9,Sep,128.8,128.8,128.8,220.28,220.28,220.28,26.42,26.14,26.8,84.96,83.0,87.0,24.6,28.8
