calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,3.5,3.5,3.5,333.52,333.52,333.52,20.36,19.6,21.3,64.06,57.0,69.0,13.9,28.1
2,2,Feb,24.6,24.6,24.6,286.44,286.44,286.44,20.05,18.2,21.5,68.68,63.7,73.0,14.6,28.6
3,3,Mar,24.1,24.1,24.1,348.68,348.68,348.68,21.22,20.6,21.8,63.29,58.0,68.0,15.1,29.0
4,4,Apr,76.3,76.3,76.3,315.58,315.58,315.58,21.25,20.48,22.11,68.53,58.8,78.4,15.8,28.9
5,5,May,154.2,154.2,154.2,289.34,289.34,289.34,22.25,21.2,23.4,72.97,66.0,81.0,16.8,29.6
6,6,Jun,271.0,271.0,271.0,272.05,272.05,272.05,21.26,19.45,22.71,79.3,66.9,92.0,16.5,28.6
7,7,Jul,209.2,209.2,209.2,251.78,251.78,251.78,21.83,20.3,23.3,75.13,68.0,84.0,16.4,29.0
8,8,Aug,177.6,177.6,177.6,239.15,239.15,239.15,21.82,20.8,22.8,76.42,70.0,84.0,18.1,28.8
9,9,Sep,261.3,261.3,261.3,179.03,179.03,179.03,21.7,20.53,22.7,77.08,68.3,86.0,17.3,27.8
