calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,24.71,21.4,27.9,341
2,Feb,24.57,20.5,28.03,308
3,Mar,26.34,23.2,28.5,369
4,Apr,27.34,24.4,29.9,390
5,May,29.33,27.0,31.2,403
6,Jun,29.47,27.3,31.4,390
7,Jul,30.02,27.2,32.1,403
8,Aug,30.36,27.2,32.8,403
9,Sep,30.2,26.1,33.4,292
