date,precipitation_sum,accumulated_precipitation
2026-01-01,1.9,1.9
2026-01-02,2.0,3.9
2026-01-03,0.0,3.9
2026-01-04,0.0,3.9
2026-01-05,1.5,5.4
2026-01-06,0.0,5.4
2026-01-07,0.0,5.4
2026-01-08,0.1,5.5
2026-01-09,0.0,5.5
2026-01-10,0.0,5.5
2026-01-11,0.0,5.5
2026-01-12,0.8,6.3
2026-01-13,0.0,6.3
2026-01-14,0.0,6.3
2026-01-15,0.0,6.3
2026-01-16,0.9,7.2
2026-01-17,0.2,7.4
2026-01-18,0.0,7.4
2026-01-19,3.6,11.0
2026-01-20,2.1,13.1
2026-01-21,2.3,15.4
2026-01-22,4.6,20.0
2026-01-23,3.0,23.0
2026-01-24,11.8,34.8
2026-01-25,0.0,34.8
2026-01-26,0.4,35.2
2026-01-27,4.8,40.0
2026-01-28,1.1,41.1
2026-01-29,0.0,41.1
2026-01-30,1.5,42.6
2026-01-31,4.1,46.7
2026-02-01,6.3,53.0
2026-02-02,3.0,56.0
2026-02-03,0.0,56.0
2026-02-04,0.0,56.0
2026-02-05,0.4,56.4
2026-02-06,0.8,57.2
2026-02-07,2.6,59.8
2026-02-08,1.7,61.5
2026-02-09,0.0,61.5
2026-02-10,0.0,61.5
2026-02-11,1.2,62.7
2026-02-12,0.2,62.9
2026-02-13,0.0,62.9
2026-02-14,0.0,62.9
2026-02-15,0.0,62.9
2026-02-16,0.7,63.6
2026-02-17,2.7,66.3
2026-02-18,2.5,68.8
2026-02-19,0.2,69.0
2026-02-20,0.7,69.7
2026-02-21,0.0,69.7
2026-02-22,0.0,69.7
2026-02-23,0.0,69.7
2026-02-24,3.6,73.3
2026-02-25,0.8,74.1
2026-02-26,0.0,74.1
2026-02-27,12.5,86.6
2026-02-28,6.3,92.9
2026-03-01,3.5,96.4
2026-03-02,27.5,123.9
2026-03-03,4.2,128.1
2026-03-04,5.9,134.0
2026-03-05,6.5,140.5
2026-03-06,2.7,143.2
2026-03-07,0.0,143.2
2026-03-08,0.3,143.5
2026-03-09,2.6,146.1
2026-03-10,9.4,155.5
2026-03-11,0.0,155.5
2026-03-12,0.0,155.5
2026-03-13,0.0,155.5
2026-03-14,0.0,155.5
2026-03-15,0.0,155.5
2026-03-16,0.0,155.5
2026-03-17,0.0,155.5
2026-03-18,0.0,155.5
2026-03-19,0.2,155.7
2026-03-20,0.0,155.7
2026-03-21,0.0,155.7
2026-03-22,0.0,155.7
2026-03-23,1.8,157.5
2026-03-24,0.0,157.5
2026-03-25,0.0,157.5
2026-03-26,0.2,157.7
2026-03-27,5.1,162.8
2026-03-28,0.1,162.9
2026-03-29,1.1,164.0
2026-03-30,1.1,165.1
2026-03-31,0.1,165.2
2026-04-01,2.2,167.4
2026-04-02,0.9,168.3
2026-04-03,48.2,216.5
2026-04-04,21.3,237.8
2026-04-05,5.7,243.5
2026-04-06,23.2,266.7
2026-04-07,11.5,278.2
2026-04-08,5.5,283.7
2026-04-09,0.1,283.8
2026-04-10,0.1,283.9
2026-04-11,1.0,284.9
2026-04-12,0.0,284.9
2026-04-13,0.7,285.6
2026-04-14,0.8,286.4
2026-04-15,12.4,298.8
2026-04-16,15.7,314.5
2026-04-17,14.2,328.7
2026-04-18,22.3,351.0
2026-04-19,0.0,351.0
2026-04-20,0.0,351.0
2026-04-21,0.0,351.0
2026-04-22,0.7,351.7
2026-04-23,23.7,375.4
2026-04-24,28.9,404.3
2026-04-25,5.7,410.0
2026-04-26,0.0,410.0
2026-04-27,0.0,410.0
2026-04-28,0.0,410.0
2026-04-29,2.1,412.1
2026-04-30,5.7,417.8
2026-05-01,0.0,417.8
2026-05-02,0.0,417.8
2026-05-03,37.2,455.0
2026-05-04,11.0,466.0
2026-05-05,28.6,494.6
2026-05-06,6.6,501.2
2026-05-07,1.3,502.5
2026-05-08,2.4,504.9
2026-05-09,2.0,506.9
2026-05-10,7.7,514.6
2026-05-11,0.8,515.4
2026-05-12,0.3,515.7
2026-05-13,41.1,556.8
2026-05-14,39.8,596.6
2026-05-15,6.0,602.6
2026-05-16,0.0,602.6
2026-05-17,0.0,602.6
2026-05-18,0.0,602.6
2026-05-19,0.8,603.4
2026-05-20,0.0,603.4
2026-05-21,3.2,606.6
2026-05-22,11.5,618.1
2026-05-23,0.0,618.1
2026-05-24,0.0,618.1
2026-05-25,0.0,618.1
2026-05-26,0.0,618.1
2026-05-27,0.0,618.1
2026-05-28,0.3,618.4
2026-05-29,10.2,628.6
2026-05-30,0.0,628.6
2026-05-31,0.0,628.6
2026-06-01,1.5,630.1
2026-06-02,0.3,630.4
2026-06-03,0.8,631.2
2026-06-04,15.1,646.3
2026-06-05,20.6,666.9
2026-06-06,1.6,668.5
2026-06-07,9.7,678.2
2026-06-08,34.5,712.7
2026-06-09,34.1,746.8
2026-06-10,16.5,763.3
2026-06-11,11.6,774.9
2026-06-12,18.6,793.5
2026-06-13,2.4,795.9
2026-06-14,11.8,807.7
2026-06-15,2.9,810.6
2026-06-16,6.8,817.4
2026-06-17,8.0,825.4
2026-06-18,4.5,829.9
2026-06-19,1.1,831.0
2026-06-20,0.0,831.0
2026-06-21,0.0,831.0
2026-06-22,0.0,831.0
2026-06-23,0.0,831.0
2026-06-24,0.4,831.4
2026-06-25,41.1,872.5
2026-06-26,64.9,937.4
2026-06-27,23.5,960.9
2026-06-28,7.8,968.7
2026-06-29,2.0,970.7
2026-06-30,0.9,971.6
2026-07-01,2.2,973.8
2026-07-02,0.3,974.1
2026-07-03,1.3,975.4
2026-07-04,2.2,977.6
2026-07-05,5.4,983.0
2026-07-06,1.4,984.4
2026-07-07,2.7,987.1
2026-07-08,0.0,987.1
2026-07-09,0.0,987.1
2026-07-10,19.0,1006.1
2026-07-11,105.5,1111.6
2026-07-12,1.2,1112.8
2026-07-13,19.2,1132.0
2026-07-14,1.4,1133.4
2026-07-15,4.0,1137.4
2026-07-16,8.3,1145.7
2026-07-17,1.1,1146.8
2026-07-18,3.8,1150.6
2026-07-19,10.4,1161.0
2026-07-20,12.3,1173.3
2026-07-21,6.1,1179.4
2026-07-22,5.4,1184.8
2026-07-23,2.3,1187.1
2026-07-24,0.2,1187.3
2026-07-25,0.0,1187.3
2026-07-26,0.0,1187.3
2026-07-27,3.9,1191.2
2026-07-28,0.3,1191.5
2026-07-29,0.1,1191.6
2026-07-30,0.2,1191.8
2026-07-31,0.4,1192.2
2026-08-01,1.6,1193.8
2026-08-02,0.1,1193.9
2026-08-03,0.0,1193.9
2026-08-04,0.0,1193.9
2026-08-05,0.5,1194.4
2026-08-06,3.7,1198.1
2026-08-07,14.0,1212.1
2026-08-08,58.3,1270.4
2026-08-09,80.3,1350.7
2026-08-10,11.6,1362.3
2026-08-11,2.5,1364.8
2026-08-12,5.2,1370.0
2026-08-13,3.4,1373.4
2026-08-14,7.1,1380.5
2026-08-15,7.0,1387.5
2026-08-16,5.8,1393.3
2026-08-17,0.6,1393.9
2026-08-18,0.5,1394.4
2026-08-19,13.5,1407.9
2026-08-20,17.3,1425.2
2026-08-21,15.7,1440.9
2026-08-22,12.6,1453.5
2026-08-23,1.4,1454.9
2026-08-24,12.6,1467.5
2026-08-25,10.7,1478.2
2026-08-26,5.2,1483.4
2026-08-27,0.3,1483.7
2026-08-28,1.3,1485.0
2026-08-29,13.5,1498.5
2026-08-30,0.6,1499.1
2026-08-31,0.1,1499.2
2026-09-01,14.0,1513.2
2026-09-02,0.1,1513.3
2026-09-03,29.2,1542.5
2026-09-04,21.3,1563.8
2026-09-05,7.7,1571.5
2026-09-06,26.0,1597.5
2026-09-07,0.3,1597.8
2026-09-08,3.3,1601.1
2026-09-09,2.7,1603.8
2026-09-10,1.2,1605.0
2026-09-11,4.3,1609.3
2026-09-12,2.6,1611.9
2026-09-13,0.5,1612.4
2026-09-14,2.3,1614.7
2026-09-15,3.6,1618.3
2026-09-16,0.0,1618.3
