calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute,temperature_2m_mean_min,temperature_2m_mean_max
1,1,Jan,83.57333333333334,39.28,141.32,309.3648044444444,291.1552433333333,327.4632105555555,18.83849462365592,17.3,20.7,80.3010752688172,70.0,89.0,10.5,30.9,10.5,30.9
2,2,Feb,112.42000000000002,49.86,205.64,276.93439462962965,257.9858772222222,297.6111227777778,19.09622641509434,17.5,21.2,81.15330188679245,71.0,90.0,11.4,30.3,11.4,30.3
3,3,Mar,192.43333333333334,109.92,305.16,284.24118666666675,248.34323166666667,317.2715288888889,18.974193548387095,17.5,20.5,84.16774193548387,75.4,91.0,12.6,31.7,12.6,31.7
4,4,Apr,258.6466666666667,172.22,350.48,241.70408351851853,199.58276555555557,266.5108838888889,18.751333333333335,17.5,20.1,87.62,81.0,93.0,13.1,29.8,13.1,29.8
5,5,May,270.0933333333333,188.06,348.2,251.5939557407407,235.8701227777778,274.6576933333333,18.79290322580645,17.7,20.1,87.98279569892473,82.0,93.0,12.7,28.5,12.7,28.5
6,6,Jun,204.92666666666668,126.58,320.38,287.6483481481481,265.5532005555556,301.2463211111111,18.764888888888887,17.6,20.1,85.3488888888889,77.9,92.0,12.0,28.2,12.0,28.2
7,7,Jul,170.01333333333332,94.38,222.54,311.3121398148149,293.3075988888889,326.70410555555554,18.887741935483874,17.7,20.2,82.65591397849462,73.0,90.0,11.8,28.7,11.8,28.7
8,8,Aug,194.29999999999998,112.03999999999999,285.47999999999996,309.8236805555556,290.26876,327.9690033333334,18.923440860215052,17.8,20.2,82.51827956989247,73.0,90.0,11.8,28.8,11.8,28.8
9,9,Sep,190.15333333333334,119.4,270.16,283.1220885185185,273.17782944444446,295.11785,18.827111111111112,17.6,20.3,83.79777777777778,75.0,91.0,11.9,29.2,11.9,29.2
10,10,Oct,257.12000000000006,194.38,321.2,253.949287037037,222.85685166666664,281.612345,18.18043010752688,17.1,19.3,87.9247311827957,81.4,93.0,11.9,28.3,11.9,28.3
11,11,Nov,258.41333333333336,170.36,352.32,245.6327514814815,208.18022111111114,271.69802555555555,17.978222222222225,16.89,19.0,89.35777777777778,85.0,94.0,11.3,28.1,11.3,28.1
12,12,Dec,152.11333333333332,78.74000000000001,244.33999999999997,281.86386759259256,250.72001388888887,310.39634666666666,18.37290322580645,17.1,19.7,85.56559139784946,77.0,92.0,11.5,28.2,11.5,28.2
