calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,170.36,98.45,252.0,130.18,92.62,165.21,4.88,1.0,8.3,84.09,70.5,94.0,-10.1,17.1
2,2,Feb,122.78,80.35,163.55,150.29,133.21,173.78,4.93,1.4,8.0,81.9,67.1,92.0,-10.1,16.5
3,3,Mar,135.16,66.8,222.05,225.46,181.04,262.76,6.92,3.9,9.5,80.46,72.0,89.0,-2.8,22.0
4,4,Apr,98.84,39.85,150.35,277.83,226.15,315.79,9.24,6.2,12.01,76.83,68.0,86.0,-1.2,27.5
5,5,May,66.89,23.85,119.35,318.3,294.24,342.36,12.89,9.6,16.35,74.32,65.0,84.0,2.0,28.9
6,6,Jun,53.14,21.5,83.85,343.09,297.93,392.4,15.78,12.8,19.4,71.36,60.0,83.0,5.2,37.9
7,7,Jul,15.88,2.4,32.8,397.01,364.05,425.39,18.97,16.1,22.1,66.53,57.0,76.0,8.4,33.9
8,8,Aug,27.03,6.7,47.6,359.53,328.78,385.57,19.33,16.7,22.4,68.23,59.0,77.0,8.7,36.1
9,9,Sep,67.71,23.2,114.6,281.48,249.48,306.09,16.16,13.2,19.1,75.89,65.0,86.0,6.5,32.0
10,10,Oct,128.84,83.5,202.15,207.89,181.39,235.55,11.5,8.6,14.5,82.41,73.5,90.5,-0.9,27.7
11,11,Nov,177.48,132.9,239.2,142.89,99.08,170.45,7.23,3.3,11.11,83.44,72.9,92.0,-12.2,18.4
12,12,Dec,181.68,109.85,231.65,117.4,90.04,148.55,4.89,1.0,8.6,84.41,73.0,93.0,-6.7,14.6
