calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,218.51,113.75,336.65,273.85,223.01,316.47,25.98,24.9,27.2,83.8,77.0,90.0,19.8,33.8
2,2,Feb,142.43,49.35,243.35,282.09,245.55,305.78,26.71,25.4,28.1,79.21,69.0,88.0,19.2,37.5
3,3,Mar,230.64,159.45,300.15,304.39,261.34,335.23,26.9,25.7,28.2,82.23,73.0,90.0,20.9,36.0
4,4,Apr,307.64,214.55,460.35,282.8,257.83,314.81,26.8,25.7,28.0,85.66,80.9,90.0,22.0,35.3
5,5,May,257.38,170.9,311.55,282.83,240.43,306.95,27.06,26.05,28.1,85.95,80.0,91.0,22.3,34.5
6,6,Jun,175.48,120.8,225.55,285.85,254.42,309.15,27.07,26.0,28.2,83.01,76.0,89.0,21.3,37.8
7,7,Jul,163.99,96.9,229.1,295.67,265.69,320.96,27.04,25.8,28.3,81.0,73.0,87.0,21.7,37.1
8,8,Aug,228.87,123.8,309.3,288.12,257.86,307.15,26.7,25.6,27.8,82.59,77.0,88.0,21.7,37.8
9,9,Sep,243.02,149.2,307.1,269.04,251.27,295.89,26.56,25.4,27.71,83.6,77.0,89.0,21.3,36.8
10,10,Oct,278.44,148.65,407.15,275.85,242.5,298.91,26.5,25.3,27.8,84.28,77.0,90.0,21.7,37.3
11,11,Nov,385.41,327.05,444.85,231.59,204.0,258.59,25.95,24.9,26.9,87.78,83.0,92.0,21.4,37.3
12,12,Dec,336.27,230.65,476.5,244.53,208.94,286.16,25.85,24.7,26.9,86.97,81.0,92.0,20.8,34.3
