calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,21.08,17.9,24.0,5116
2,Feb,21.36,17.1,25.6,5336
3,Mar,23.37,18.7,27.8,5952
4,Apr,25.31,19.5,30.4,6024
5,May,27.11,20.5,32.3,6630
6,Jun,29.48,23.4,34.3,6720
7,Jul,31.41,26.4,35.9,6944
8,Aug,31.76,27.3,35.9,6448
9,Sep,30.89,27.1,34.6,5760
10,Oct,29.32,25.1,33.2,5588
11,Nov,25.61,21.7,29.5,5280
12,Dec,22.31,18.7,25.8,5276
