calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,15.16,10.0,20.1,5328
2,Feb,15.41,10.8,20.6,4972
3,Mar,16.01,12.1,20.3,5940
4,Apr,17.32,13.5,21.5,6240
5,May,17.99,14.7,21.2,6920
6,Jun,19.71,16.3,23.0,6848
7,Jul,21.85,18.2,25.1,6957
8,Aug,23.13,19.5,26.6,6448
9,Sep,23.05,18.9,27.5,5920
10,Oct,21.17,16.7,26.1,5788
11,Nov,18.43,13.6,23.5,4800
12,Dec,15.39,10.6,19.9,4960
