calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,12.59,3.8,21.0,413.72,402.89,423.63,21.38,18.8,24.2,69.74,57.5,80.0,11.9,36.2
2,2,Feb,10.35,2.75,20.45,349.11,338.91,359.8,21.3,19.1,23.8,70.25,58.0,81.0,11.0,37.9
3,3,Mar,26.78,4.6,57.9,342.39,316.39,363.2,19.91,17.3,22.8,73.95,60.5,86.0,10.9,35.9
4,4,Apr,35.48,9.55,69.85,298.39,285.3,311.9,17.68,15.09,20.8,74.24,60.0,88.0,9.7,34.8
5,5,May,62.89,18.05,105.75,269.56,256.66,283.08,15.35,13.3,17.7,80.14,67.0,91.0,6.2,31.3
6,6,Jun,117.54,81.45,151.5,244.71,218.92,267.51,13.55,11.5,15.6,80.01,66.0,91.0,4.3,27.3
7,7,Jul,96.69,39.35,149.55,265.63,238.25,288.82,12.74,10.8,14.7,79.57,67.0,90.5,3.7,26.1
8,8,Aug,84.62,42.6,138.0,282.68,263.55,302.21,12.95,11.0,14.9,79.26,66.0,90.0,3.4,29.9
9,9,Sep,43.19,17.65,73.8,305.26,295.51,319.3,14.23,12.2,16.5,76.6,65.0,87.0,3.5,33.1
10,10,Oct,29.22,8.05,52.9,369.55,359.02,380.44,16.61,14.1,19.5,72.39,61.0,84.0,7.4,34.4
11,11,Nov,26.01,6.75,44.65,375.81,366.01,385.29,18.14,15.6,20.8,69.9,57.0,82.0,10.0,35.3
12,12,Dec,20.61,6.8,41.25,410.9,392.14,422.51,20.07,17.5,22.8,69.48,58.0,81.0,10.6,35.9
