calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,21.7,16.2,26.2,5023
2,Feb,22.64,16.4,28.4,5356
3,Mar,25.95,19.2,32.4,5952
4,Apr,30.39,22.8,37.31,6060
5,May,34.41,26.4,40.6,6590
6,Jun,36.69,29.2,42.3,6720
7,Jul,38.4,31.6,43.8,6944
8,Aug,38.22,31.0,43.5,6552
9,Sep,36.4,29.6,41.3,5787
10,Oct,32.62,25.8,37.4,5556
11,Nov,27.63,21.1,32.5,5280
12,Dec,23.38,17.0,27.9,5308
