calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,23.41,3.5,36.45,313.16,287.77,331.0,13.23,11.1,15.35,55.67,40.0,73.0,0.8,27.1
2,2,Feb,24.24,3.35,60.75,304.8,275.55,316.35,15.16,12.11,17.69,49.59,31.1,68.9,-0.7,29.9
3,3,Mar,32.44,3.05,88.85,350.04,329.09,361.64,16.99,14.45,19.5,45.31,28.0,63.0,-1.3,33.0
4,4,Apr,42.98,9.05,86.05,355.92,344.1,366.92,18.44,16.0,20.7,44.69,28.0,63.0,5.8,32.3
5,5,May,98.72,24.3,198.2,363.88,332.29,386.51,18.88,16.3,21.65,53.76,33.0,76.0,4.9,33.5
6,6,Jun,187.78,97.95,280.6,316.4,284.1,351.26,17.66,15.5,20.61,68.05,45.0,86.0,8.0,33.5
7,7,Jul,198.19,95.95,316.65,318.44,271.53,357.89,16.3,15.0,17.8,76.62,65.0,87.0,8.7,27.0
8,8,Aug,181.76,128.85,215.95,320.31,296.87,349.4,16.37,15.2,17.55,76.76,66.0,86.0,8.3,26.9
9,9,Sep,198.14,113.3,302.75,283.51,255.84,309.65,16.0,14.69,17.5,78.48,68.0,88.1,5.7,28.1
10,10,Oct,90.56,11.5,147.4,307.33,283.96,326.12,15.27,13.3,17.25,72.26,56.0,86.0,3.2,27.4
11,11,Nov,33.01,7.95,66.95,307.61,287.13,324.55,14.57,12.39,17.1,63.99,43.0,82.0,-1.6,28.8
12,12,Dec,15.26,2.35,33.45,322.98,297.93,335.01,13.72,11.6,15.45,58.39,42.0,75.0,-1.3,26.4
