calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,11.27,7.0,14.5,4929
2,Feb,12.08,8.1,15.9,4848
3,Mar,13.51,9.5,18.1,5853
4,Apr,15.5,11.2,20.8,6520
5,May,17.81,13.3,23.2,6954
6,Jun,19.92,15.6,25.3,7200
7,Jul,22.31,17.8,28.0,7301
8,Aug,22.43,17.9,27.8,6936
9,Sep,21.42,17.2,26.4,5836
10,Oct,18.67,14.5,23.4,5556
11,Nov,14.32,10.5,17.9,4800
12,Dec,12.18,8.09,15.5,4960
