calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,-3.26,-11.4,3.5,4816
2,Feb,-2.72,-10.9,4.4,4649
3,Mar,2.03,-5.4,9.0,5956
4,Apr,7.42,1.49,13.71,6510
5,May,14.29,7.8,21.4,7318
6,Jun,19.78,14.3,25.4,7495
7,Jul,23.46,18.6,28.2,7485
8,Aug,22.83,18.4,27.2,6884
9,Sep,19.3,14.0,24.6,6020
10,Oct,12.68,6.7,19.1,5456
11,Nov,5.73,0.0,11.8,4508
12,Dec,0.47,-5.7,6.0,4464
