calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,28.17,24.8,30.6,5456
2,Feb,28.29,25.0,30.8,5031
3,Mar,28.34,23.81,31.3,5952
4,Apr,29.07,25.2,31.9,5760
5,May,29.65,26.4,32.4,6414
6,Jun,28.35,25.3,31.1,6240
7,Jul,28.71,25.9,31.2,6448
8,Aug,28.28,25.3,30.8,6292
9,Sep,27.61,24.8,30.2,5760
10,Oct,27.74,25.1,29.9,5952
11,Nov,27.98,24.9,30.1,5760
12,Dec,28.06,24.9,30.5,5656
