calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,19.97,15.2,23.9,5332
2,Feb,21.07,16.2,25.3,5020
3,Mar,24.29,18.8,29.3,5952
4,Apr,29.29,23.6,34.4,5917
5,May,34.08,27.8,39.5,6944
6,Jun,36.93,30.5,42.0,6720
7,Jul,37.74,31.8,42.5,6927
8,Aug,37.85,32.8,41.9,6341
9,Sep,35.88,30.3,40.0,5760
10,Oct,32.21,26.5,36.8,5810
11,Nov,26.78,21.7,31.2,5244
12,Dec,22.17,17.5,26.1,4960
