calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,-7.56,-17.7,1.0,3248
2,Feb,-5.36,-12.6,1.2,4094
3,Mar,-2.47,-10.1,3.6,5936
4,Apr,3.27,-2.4,8.7,7093
5,May,9.45,4.0,15.0,8786
6,Jun,14.14,9.5,19.4,9120
7,Jul,15.91,11.8,20.7,9079
8,Aug,14.96,11.3,19.0,7824
9,Sep,10.57,6.4,14.6,6124
10,Oct,4.16,-0.9,8.8,4928
11,Nov,-4.29,-12.5,2.0,3452
12,Dec,-7.34,-15.89,0.19,2592
