calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,28.91,25.8,31.3,5896
2,Feb,29.18,26.4,31.5,5424
3,Mar,29.48,26.9,31.6,5956
4,Apr,29.05,26.2,31.4,6240
5,May,28.12,25.7,30.4,6448
6,Jun,26.45,24.5,28.3,6240
7,Jul,25.59,23.8,27.1,6448
8,Aug,25.33,23.4,27.1,6448
9,Sep,26.0,23.9,27.8,6004
10,Oct,26.99,24.5,29.1,5952
11,Nov,28.09,25.2,30.3,5760
12,Dec,28.83,25.5,31.1,5624
