calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute,temperature_2m_mean_min,temperature_2m_mean_max
1,1,Jan,56.933333333333344,26.220000000000002,74.89999999999999,79.38091407407407,63.11741944444445,95.297525,1.245806451612903,-3.7,5.9,87.93548387096774,77.4,96.0,-15.4,11.6,-15.4,11.6
2,2,Feb,48.00666666666667,21.82,92.26,128.69834055555555,95.73928611111111,160.56476388888888,1.5794811320754718,-3.739999999999999,5.9,85.06839622641509,73.0,94.0,-14.5,14.3,-14.5,14.3
3,3,Mar,43.626666666666665,13.9,75.89999999999999,203.53219925925927,177.98796111111113,235.75524,3.5780645161290328,-0.4599999999999994,7.360000000000002,80.6258064516129,67.0,92.0,-11.1,17.9,-11.1,17.9
4,4,Apr,40.593333333333334,22.72,70.89999999999999,300.07547500000004,276.1953938888889,326.70047666666665,7.27688888888889,3.4,11.21,73.07555555555555,61.0,86.0,-5.6,22.2,-5.6,22.2
5,5,May,54.63333333333333,19.240000000000002,84.24,356.966542962963,326.3143188888889,404.5673827777778,12.051182795698924,7.8,16.6,72.57849462365591,60.0,85.0,-1.2,27.0,-1.2,27.0
6,6,Jun,63.046666666666674,26.400000000000002,82.64,376.40133351851847,343.3236972222222,400.2648805555556,15.943777777777779,12.9,19.4,73.45555555555555,64.0,83.0,5.1,31.0,5.1,31.0
7,7,Jul,74.84666666666666,30.66,111.82000000000001,363.04113814814815,310.05179111111113,398.54218944444443,17.72043010752688,14.840000000000002,21.2,75.01075268817205,65.0,85.0,7.5,31.4,7.5,31.4
8,8,Aug,85.83333333333333,43.5,159.14,324.51524388888885,297.56789833333335,342.1329038888889,17.3105376344086,14.74,20.360000000000003,77.88172043010752,69.0,87.0,6.8,30.6,6.8,30.6
9,9,Sep,55.8,26.64,87.89999999999999,251.53469259259262,213.20871277777778,283.06115833333337,14.328222222222223,11.290000000000001,17.4,80.77555555555556,72.0,88.0,3.1,26.9,3.1,26.9
10,10,Oct,69.55333333333333,36.400000000000006,101.1,159.30844333333332,123.05510611111112,190.0560583333333,10.249677419354839,6.94,13.5,84.54623655913979,75.0,93.0,-3.0,20.2,-3.0,20.2
11,11,Nov,51.940000000000005,26.5,103.61999999999999,82.74503055555554,60.79004944444445,98.99163666666666,6.095777777777778,1.4,9.9,88.20444444444445,81.0,95.0,-9.9,17.5,-9.9,17.5
12,12,Dec,60.11999999999999,42.8,76.89999999999999,60.90987759259259,41.90593055555556,84.29743833333333,2.981290322580645,-2.4599999999999995,7.1,89.25806451612904,82.0,96.0,-18.4,11.5,-18.4,11.5
