calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,58.79,25.6,99.85,147.8,103.67,188.22,-4.1,-12.0,2.65,74.71,58.5,91.0,-26.9,15.8
2,2,Feb,60.3,38.4,86.7,182.98,130.13,214.89,-3.38,-11.4,3.7,73.38,59.0,85.0,-31.5,20.6
3,3,Mar,70.67,37.45,116.85,243.25,211.61,284.41,2.6,-4.05,10.35,67.57,51.0,84.0,-22.2,27.1
4,4,Apr,90.56,61.35,139.4,263.1,226.96,295.68,8.22,1.7,15.14,66.55,53.0,83.0,-7.1,26.6
5,5,May,96.08,57.1,146.95,313.66,263.61,359.79,15.33,8.7,21.8,68.7,53.5,85.0,-3.8,32.9
6,6,Jun,92.82,46.85,144.75,360.79,334.44,393.79,20.59,16.4,24.7,67.58,53.0,82.0,4.8,37.0
7,7,Jul,91.09,68.0,121.3,381.52,358.3,407.98,22.94,19.55,26.3,69.82,58.0,82.0,9.5,37.5
8,8,Aug,76.11,40.7,120.95,347.58,330.97,366.31,21.67,18.4,24.85,71.46,61.0,82.0,9.1,33.1
9,9,Sep,72.09,36.35,145.5,282.53,247.45,311.3,18.16,13.3,23.2,72.68,60.9,85.0,3.9,34.3
10,10,Oct,78.71,39.3,120.2,228.22,198.32,263.87,11.69,6.1,18.2,72.19,59.0,86.0,-3.5,29.7
11,11,Nov,58.48,37.5,89.7,177.47,148.4,209.38,4.36,-1.91,10.8,72.42,59.0,85.1,-16.3,23.3
12,12,Dec,59.99,38.8,80.45,131.07,115.58,141.62,-0.39,-6.7,5.85,76.97,61.5,92.0,-25.4,16.6
