calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,61.31,37.75,86.0,40.85,24.34,56.26,-3.95,-11.55,2.0,86.71,77.0,95.0,-25.8,7.6
2,2,Feb,53.17,27.15,91.45,93.14,61.3,116.17,-3.66,-11.89,1.6,86.38,77.0,95.0,-24.5,6.2
3,3,Mar,39.51,12.1,67.65,219.05,184.14,271.42,-0.96,-6.25,3.2,82.37,70.5,94.0,-18.1,9.9
4,4,Apr,44.58,16.85,67.5,295.21,265.57,342.25,3.78,-0.1,7.7,76.1,59.0,91.0,-11.3,16.8
5,5,May,51.07,26.0,82.55,393.24,336.9,463.39,10.14,5.05,15.15,70.98,57.0,87.0,-4.5,24.9
6,6,Jun,64.38,33.75,97.75,425.76,371.89,474.62,15.23,11.8,19.31,71.56,57.0,86.0,3.6,27.4
7,7,Jul,75.84,37.9,114.35,424.5,380.36,475.08,18.24,14.7,22.85,74.96,63.0,86.0,7.7,31.2
8,8,Aug,84.86,59.6,132.6,354.0,307.27,385.2,16.98,14.0,20.1,78.43,68.0,88.0,6.8,28.9
9,9,Sep,72.71,40.9,104.8,249.67,211.64,283.58,12.83,8.7,16.2,82.09,70.9,91.0,1.1,22.5
10,10,Oct,69.73,23.75,105.6,152.74,109.56,187.0,6.94,1.95,11.2,84.3,73.0,94.0,-4.1,16.0
11,11,Nov,70.05,33.9,97.9,58.61,37.48,76.88,2.99,-1.91,7.6,87.85,79.0,96.0,-15.7,13.4
12,12,Dec,68.23,39.4,107.3,38.21,14.02,59.56,-0.86,-8.05,4.1,87.28,78.0,95.0,-19.8,9.4
