calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,47.97,15.8,99.7,253.16,234.26,276.44,3.83,1.35,6.6,65.75,51.5,80.0,-8.0,17.9
2,2,Feb,70.75,37.4,107.25,222.9,186.17,251.42,4.96,1.6,8.9,66.08,47.0,84.0,-5.8,23.5
3,3,Mar,128.53,81.3,175.85,252.79,233.04,273.31,8.91,5.0,13.55,69.71,53.0,85.0,-2.6,25.9
4,4,Apr,132.41,74.85,203.45,260.24,217.84,292.2,13.56,9.3,17.6,71.8,57.0,84.1,-0.2,27.6
5,5,May,142.13,68.85,235.85,278.86,241.24,313.62,18.45,15.4,21.25,74.39,63.5,85.0,5.6,30.5
6,6,Jun,179.02,115.85,271.0,242.0,227.86,265.78,21.93,19.0,24.71,79.65,71.0,88.0,10.7,36.2
7,7,Jul,158.61,79.7,295.3,281.11,222.58,335.2,26.07,22.5,29.15,80.77,71.0,88.5,16.4,39.4
8,8,Aug,120.16,50.25,216.7,316.44,270.87,358.14,27.36,24.65,29.7,78.86,69.0,87.0,15.9,38.8
9,9,Sep,200.19,124.2,297.15,239.61,191.19,271.29,23.69,19.7,27.6,80.38,72.9,88.0,12.3,36.6
10,10,Oct,199.59,83.4,398.75,215.78,175.07,265.36,17.65,13.5,22.0,78.26,66.5,87.0,6.2,31.2
11,11,Nov,91.31,41.45,143.1,218.22,195.93,239.1,12.01,8.59,15.8,75.26,63.0,86.0,-2.9,25.7
12,12,Dec,63.69,23.9,99.45,232.32,215.41,247.3,6.37,3.05,9.9,69.88,55.0,83.0,-4.4,21.9
