calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,188.61,68.9,326.85,323.29,274.77,377.86,26.86,23.95,29.4,78.7,68.0,88.0,18.7,39.1
2,2,Feb,125.44,51.65,232.25,296.24,262.35,328.35,27.06,24.9,29.3,77.43,66.0,87.0,20.7,39.4
3,3,Mar,168.96,63.8,257.0,313.78,271.04,345.91,25.94,23.8,28.0,81.35,74.0,88.0,20.0,37.7
4,4,Apr,101.61,42.05,185.9,292.89,270.65,314.27,24.14,22.1,26.4,81.46,74.0,88.0,14.6,35.3
5,5,May,60.4,39.6,91.3,281.2,262.32,302.6,22.14,20.0,24.5,81.32,73.0,88.0,14.5,35.7
6,6,Jun,46.51,19.4,77.2,265.02,235.75,289.14,21.24,18.9,23.5,80.8,72.0,89.0,11.9,32.1
7,7,Jul,47.66,22.0,79.2,271.7,247.14,295.95,20.7,18.5,22.85,79.35,70.0,88.0,12.0,35.0
8,8,Aug,51.58,21.85,75.65,283.86,253.32,302.89,21.02,18.7,23.6,77.49,67.0,87.0,11.8,37.1
9,9,Sep,64.4,18.05,138.2,286.85,245.93,316.58,22.43,19.7,25.4,77.06,66.0,88.0,12.8,39.0
10,10,Oct,88.71,39.4,133.0,290.54,254.03,327.05,23.34,20.5,26.5,78.89,67.0,89.0,14.6,39.8
11,11,Nov,156.34,91.15,243.65,285.3,252.16,315.24,23.76,21.2,26.7,80.4,69.0,90.0,15.2,40.0
12,12,Dec,152.66,82.85,211.35,323.86,287.31,355.33,25.74,23.1,28.6,80.25,69.0,89.0,17.9,38.9
