calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,22.57,16.3,30.8,6944
2,Feb,22.1,16.0,30.0,6276
3,Mar,20.83,15.2,28.0,5970
4,Apr,17.4,12.2,23.4,5445
5,May,14.2,10.3,18.4,4960
6,Jun,11.59,8.1,14.8,4800
7,Jul,11.21,7.8,14.2,4960
8,Aug,12.07,8.1,16.1,5149
9,Sep,14.08,9.7,19.1,5748
10,Oct,16.21,10.9,23.0,6448
11,Nov,18.19,12.3,26.0,6857
12,Dec,20.11,13.8,28.2,7422
