calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,22.93,18.54,28.2,7085
2,Feb,23.15,18.9,28.1,5876
3,Mar,21.62,17.2,26.7,6236
4,Apr,19.74,15.4,25.1,5320
5,May,17.16,13.4,21.5,5060
6,Jun,15.03,11.59,18.7,4800
7,Jul,14.28,10.8,18.0,5106
8,Aug,14.62,11.4,18.3,5456
9,Sep,15.83,12.3,19.8,5694
10,Oct,18.34,14.2,23.4,6412
11,Nov,19.68,15.5,24.5,6720
12,Dec,21.61,17.4,26.23,6988
