calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute,temperature_2m_mean_min,temperature_2m_mean_max
1,1,Jan,59.86,25.360000000000003,102.16,139.27073666666666,96.61881666666666,177.37317,-3.889247311827957,-11.92,2.9,74.56129032258065,58.0,91.0,-26.7,15.8,-26.7,15.8
2,2,Feb,61.54666666666666,37.940000000000005,86.97999999999999,178.39212814814812,139.78079555555556,205.77835055555556,-3.2471698113207546,-11.4,3.969999999999999,73.05424528301887,58.300000000000004,85.0,-31.5,20.7,-31.5,20.7
3,3,Mar,70.66,36.34,117.38,233.61119259259257,203.65582722222223,272.8395438888889,2.504731182795699,-4.06,10.020000000000005,67.8021505376344,50.0,84.60000000000002,-22.2,27.1,-22.2,27.1
4,4,Apr,91.61999999999999,60.88,141.65999999999997,254.42607092592593,219.28711277777776,286.9007511111111,8.258,1.9,15.110000000000001,66.64,53.0,83.0,-7.0,26.6,-7.0,26.6
5,5,May,95.27333333333331,56.6,147.2,303.6703425925926,259.54660722222224,344.98468055555554,15.530322580645162,8.74,22.020000000000003,68.40215053763441,53.0,85.0,-3.6,32.9,-3.6,32.9
6,6,Jun,90.10666666666665,45.800000000000004,144.86,343.7686446296296,316.7369811111111,374.09527833333334,20.605999999999998,16.39,24.8,67.37777777777778,53.0,82.0,5.9,37.0,5.9,37.0
7,7,Jul,91.42,67.74,121.7,364.1485640740741,342.041125,390.1554155555556,22.97591397849462,19.6,26.3,69.53763440860214,58.0,82.0,9.5,37.5,9.5,37.5
8,8,Aug,78.80666666666666,47.82,121.83999999999999,336.419620925926,321.1444127777778,354.5380583333333,21.80236559139785,18.540000000000003,24.96,71.47741935483872,61.0,83.0,9.3,33.1,9.3,33.1
9,9,Sep,74.66666666666667,38.800000000000004,145.6,267.5129224074074,236.90872222222222,291.2371366666667,18.226666666666667,13.3,23.4,72.86666666666666,60.0,85.0,4.0,34.3,4.0,34.3
10,10,Oct,79.48,38.72,120.4,214.60810055555555,187.81990944444442,242.92299944444443,11.722795698924733,6.04,18.2,72.31397849462365,59.0,86.0,-3.4,29.0,-3.4,29.0
11,11,Nov,59.42666666666666,36.5,90.17999999999999,168.8367551851852,140.44757388888888,198.9515638888889,4.467555555555555,-1.8099999999999994,11.110000000000001,72.43555555555555,59.0,85.0,-16.2,23.3,-16.2,23.3
12,12,Dec,58.94666666666667,38.34,81.36,119.98026722222221,106.53275222222223,129.02616444444445,-0.12064516129032254,-6.519999999999999,6.220000000000004,76.77849462365592,61.0,92.0,-25.3,16.6,-25.3,16.6
