calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,40.77,4.65,73.25,350.44,334.23,364.61,19.93,18.7,21.1,62.22,48.0,79.0,11.2,31.2
2,2,Feb,46.06,8.45,103.1,320.91,305.71,334.3,20.67,19.3,22.0,58.98,44.0,77.0,11.4,31.4
3,3,Mar,73.42,19.05,129.6,337.78,316.4,354.61,20.67,18.9,22.35,63.29,47.0,81.0,12.5,31.6
4,4,Apr,161.48,59.6,258.4,301.79,273.06,328.77,19.43,18.3,20.5,76.62,65.0,86.0,12.9,29.7
5,5,May,98.64,36.95,148.15,318.4,301.86,332.91,18.72,17.8,19.6,76.16,68.0,85.0,10.2,27.3
6,6,Jun,40.82,18.15,79.0,284.02,259.7,304.97,17.83,16.7,18.91,72.18,64.9,80.1,9.5,27.3
7,7,Jul,17.74,7.1,32.8,264.26,222.12,295.53,17.3,16.1,18.5,69.01,61.0,76.0,8.2,27.7
8,8,Aug,29.66,13.85,49.45,260.99,232.73,298.77,17.48,16.3,18.7,68.17,59.0,77.0,8.8,28.5
9,9,Sep,28.05,13.15,56.0,302.38,270.89,325.1,18.65,17.4,19.9,64.51,56.0,74.0,10.4,29.2
10,10,Oct,76.09,15.2,93.85,328.32,306.1,348.47,19.66,18.2,20.9,64.9,53.0,80.5,10.1,30.3
11,11,Nov,122.63,63.25,165.65,305.11,275.67,324.54,18.67,17.6,19.8,77.26,67.0,86.0,12.3,29.4
12,12,Dec,71.93,20.95,103.0,335.45,310.69,349.74,18.96,17.9,20.1,73.29,62.0,84.0,11.2,29.5
