calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,25.61,21.1,30.0,7230
2,Feb,24.79,20.1,29.6,5881
3,Mar,22.43,17.5,27.2,6189
4,Apr,19.19,14.3,23.5,5280
5,May,15.39,10.8,19.9,5174
6,Jun,12.48,7.7,17.2,4614
7,Jul,11.62,7.0,16.1,5119
8,Aug,13.36,8.5,18.4,5456
9,Sep,15.62,10.8,20.2,5612
10,Oct,18.29,13.4,23.4,6492
11,Nov,21.56,16.4,26.7,6720
12,Dec,24.43,19.1,29.9,7276
