calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,1.74,-3.5,7.79,4372
2,Feb,3.37,-3.4,10.3,4552
3,Mar,7.16,0.5,14.2,5974
4,Apr,11.04,3.7,18.7,6567
5,May,14.22,8.0,20.8,7522
6,Jun,18.95,12.7,25.5,7680
7,Jul,20.47,14.6,26.8,7820
8,Aug,20.46,14.1,27.5,7050
9,Sep,16.21,10.2,22.9,6055
10,Oct,11.92,6.0,18.4,5416
11,Nov,6.41,0.8,12.8,4340
12,Dec,2.9,-2.0,8.4,4264
