calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,69.93,27.0,111.5,81.21,59.3,108.83,-4.17,-11.65,2.05,85.8,75.0,96.0,-27.9,9.5
2,2,Feb,58.08,23.3,84.5,127.66,99.34,161.74,-2.73,-9.49,2.6,84.0,71.0,96.0,-21.9,10.8
3,3,Mar,48.26,11.05,83.3,232.27,191.69,277.01,0.82,-4.05,5.2,78.18,64.0,93.0,-15.3,18.4
4,4,Apr,50.34,18.25,111.3,309.82,274.59,351.76,5.7,1.89,9.8,69.02,49.0,91.0,-11.6,21.4
5,5,May,79.13,39.15,123.25,366.7,307.47,424.17,11.39,6.5,16.7,67.56,47.0,88.5,-1.3,30.3
6,6,Jun,96.18,53.8,149.6,392.99,345.13,434.09,15.73,12.49,19.5,68.61,49.0,88.0,4.4,30.5
7,7,Jul,114.99,54.6,170.2,383.59,329.83,440.7,17.68,14.45,21.6,72.3,54.0,90.0,8.0,32.4
8,8,Aug,108.39,46.35,184.55,315.81,274.32,357.33,16.03,13.65,18.6,78.01,63.0,92.0,5.8,28.2
9,9,Sep,97.41,52.55,150.35,230.02,206.82,257.78,12.61,9.4,15.9,80.64,66.0,94.0,1.6,25.3
10,10,Oct,93.9,43.45,154.45,146.51,116.54,169.57,7.12,2.9,11.1,85.91,72.0,97.0,-5.9,19.9
11,11,Nov,77.81,38.15,127.0,72.52,36.39,105.25,2.4,-2.91,7.4,89.05,75.0,98.0,-16.7,14.2
12,12,Dec,69.26,23.0,116.25,60.98,43.52,75.2,-2.09,-9.2,3.4,88.75,77.0,98.0,-23.9,9.4
