calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,20.79,17.9,23.6,6944
2,Feb,21.3,18.6,23.7,6253
3,Mar,20.06,17.2,22.5,5971
4,Apr,18.2,15.5,20.7,5464
5,May,15.9,13.0,18.7,4978
6,Jun,13.97,11.2,16.2,4800
7,Jul,12.91,10.1,15.1,4960
8,Aug,13.03,10.3,15.2,5156
9,Sep,14.02,11.5,16.3,5759
10,Oct,15.38,12.8,17.8,6448
11,Nov,17.27,14.4,20.1,6770
12,Dec,19.38,16.5,22.1,7344
