calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,28.87,25.8,31.2,5580
2,Feb,29.3,26.9,31.3,5020
3,Mar,29.33,27.2,31.1,5952
4,Apr,29.22,27.1,31.0,5760
5,May,28.36,26.3,30.4,5952
6,Jun,26.76,25.1,28.5,6126
7,Jul,25.93,24.6,27.2,6448
8,Aug,25.71,24.3,27.0,6213
9,Sep,26.09,24.5,27.5,5760
10,Oct,26.99,25.1,28.6,5952
11,Nov,28.06,26.0,29.8,5760
12,Dec,28.58,25.6,31.0,5952
