calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,0.6,-8.7,9.5,4732
2,Feb,0.75,-10.1,12.2,4845
3,Mar,7.08,-2.7,17.3,5991
4,Apr,11.13,0.89,21.0,6240
5,May,15.3,5.8,24.6,7340
6,Jun,23.31,14.0,31.7,7200
7,Jul,25.99,17.2,33.0,7440
8,Aug,25.74,17.5,32.5,6644
9,Sep,21.97,11.9,30.3,6068
10,Oct,14.23,3.8,24.0,5488
11,Nov,6.71,-3.23,17.4,4768
12,Dec,2.39,-7.2,11.7,4464
