calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,5.76,0.5,10.5,5068
2,Feb,6.81,1.2,12.4,4972
3,Mar,10.6,4.5,17.3,5833
4,Apr,15.19,9.2,20.7,6367
5,May,19.83,14.9,24.4,6944
6,Jun,23.15,18.8,27.5,6884
7,Jul,27.22,22.5,32.0,7068
8,Aug,28.71,24.4,32.9,6690
9,Sep,25.06,20.0,30.0,5878
10,Oct,19.03,13.7,24.3,5738
11,Nov,13.81,8.6,18.8,4800
12,Dec,8.18,2.9,13.2,4960
