calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,95.81,49.45,140.85,196.23,172.01,223.43,-1.95,-9.3,4.55,67.33,47.0,89.0,-26.3,19.8
2,2,Feb,92.42,43.7,118.05,195.75,173.99,223.09,-1.13,-8.1,5.29,69.18,49.1,87.0,-26.5,21.4
3,3,Mar,114.86,55.65,182.05,247.78,216.47,270.59,2.91,-3.5,9.25,67.72,47.0,87.0,-20.5,26.1
4,4,Apr,97.72,62.3,143.4,265.15,226.63,312.25,8.62,3.6,13.7,68.45,50.0,89.0,-6.6,29.9
5,5,May,84.6,46.4,137.35,308.11,251.26,369.39,14.7,9.0,20.8,71.55,53.0,88.5,1.5,34.1
6,6,Jun,89.14,51.4,137.75,332.3,303.66,358.2,19.73,14.89,24.41,71.81,56.0,88.0,6.7,38.8
7,7,Jul,101.8,48.85,157.55,355.7,316.55,384.94,23.67,20.35,27.2,71.72,54.0,88.0,13.2,40.2
8,8,Aug,83.04,43.2,137.65,339.84,312.6,364.97,22.41,19.1,25.95,72.41,59.0,87.5,11.3,37.7
9,9,Sep,91.07,32.5,195.6,272.15,241.91,303.14,18.65,14.3,22.8,75.21,61.0,91.0,6.5,35.8
10,10,Oct,114.52,54.15,164.7,234.05,212.08,256.93,12.72,8.0,17.8,75.53,60.0,91.0,-6.6,28.3
11,11,Nov,82.44,48.85,129.0,197.19,174.38,220.49,6.06,0.7,12.4,71.02,55.0,89.0,-12.4,24.8
12,12,Dec,118.12,69.25,170.55,176.44,147.81,201.73,1.36,-4.3,7.9,72.59,53.0,92.0,-18.6,19.8
