calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,81.82,36.6,135.9,381.48,354.76,406.22,24.56,21.3,27.5,66.81,54.0,80.0,12.5,38.9
2,2,Feb,105.91,18.85,183.9,311.62,267.72,339.54,23.64,19.81,27.29,70.59,58.0,84.0,9.8,38.0
3,3,Mar,118.83,51.5,203.05,321.16,303.5,339.58,21.28,17.35,25.25,73.13,62.0,85.0,7.4,35.2
4,4,Apr,97.36,53.55,139.2,260.13,215.55,286.41,17.94,14.0,21.2,75.83,64.0,87.0,5.2,29.9
5,5,May,82.94,20.85,159.05,235.35,202.83,273.2,14.28,10.65,18.45,79.39,69.0,89.0,0.4,24.7
6,6,Jun,48.43,15.05,79.25,228.81,218.36,247.45,11.32,7.5,15.6,78.82,66.0,91.0,-0.1,25.5
7,7,Jul,71.82,26.05,126.4,235.23,202.82,269.21,10.49,6.45,14.5,79.27,66.0,91.0,-1.4,25.6
8,8,Aug,69.28,17.0,141.85,250.86,197.21,284.49,12.11,8.0,16.3,76.08,61.0,89.0,1.1,26.9
9,9,Sep,80.63,29.75,123.95,272.58,233.84,305.42,14.32,10.89,17.6,73.82,60.0,87.0,1.7,30.3
10,10,Oct,98.96,30.9,169.85,312.84,274.53,335.47,17.0,13.25,20.95,71.59,58.0,84.0,3.9,32.4
11,11,Nov,89.19,30.25,157.1,342.48,316.62,363.0,20.43,16.99,24.0,67.25,55.0,80.0,7.0,35.1
12,12,Dec,77.29,38.75,160.7,387.1,358.19,406.5,23.3,19.15,27.35,63.55,48.0,78.0,9.1,38.7
