calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,9.46,4.3,14.3,4664
2,Feb,10.42,4.7,15.9,4688
3,Mar,12.33,7.6,17.9,5978
4,Apr,14.41,9.9,20.2,6345
5,May,16.4,12.0,21.6,7440
6,Jun,19.68,15.4,24.6,7200
7,Jul,21.5,17.7,25.3,7440
8,Aug,22.24,18.3,26.6,6851
9,Sep,20.53,16.0,26.0,6097
10,Oct,18.05,13.1,23.6,5432
11,Nov,13.51,8.6,18.8,4559
12,Dec,11.04,6.3,15.6,4464
