calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,17.37,10.2,23.5,5208
2,Feb,19.76,12.01,27.1,4972
3,Mar,23.0,14.6,30.8,5872
4,Apr,27.16,18.0,35.3,6320
5,May,29.81,20.2,38.2,6944
6,Jun,35.6,25.7,43.1,6720
7,Jul,37.98,29.8,44.4,6944
8,Aug,38.12,30.4,44.2,6544
9,Sep,34.65,26.4,41.5,5836
10,Oct,28.59,19.7,36.0,5806
11,Nov,22.06,14.4,29.6,4808
12,Dec,17.15,10.1,23.5,4960
