calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,1.19,-6.3,8.2,4637
2,Feb,2.12,-5.0,9.9,4872
3,Mar,6.75,-0.2,14.1,5960
4,Apr,12.37,5.7,19.4,6300
5,May,17.77,11.0,25.1,7320
6,Jun,23.03,17.2,28.9,7200
7,Jul,26.45,21.6,31.4,7440
8,Aug,25.2,20.6,29.8,6726
9,Sep,21.82,16.2,27.1,6036
10,Oct,15.96,10.0,22.0,5480
11,Nov,9.01,2.4,16.0,4788
12,Dec,4.39,-2.2,11.1,4464
