calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,4.82,-0.6,9.9,4360
2,Feb,6.21,0.3,11.0,4544
3,Mar,8.73,3.3,14.1,5900
4,Apr,11.71,6.1,18.0,6613
5,May,14.77,9.4,20.9,7716
6,Jun,18.25,13.0,24.4,7983
7,Jul,19.96,15.0,25.5,7900
8,Aug,20.03,15.3,25.3,7229
9,Sep,17.55,12.7,22.7,6008
10,Oct,13.87,9.4,18.2,5288
11,Nov,9.13,4.56,13.5,4297
12,Dec,6.28,0.8,11.0,3968
