calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,6.51,0.0,9.1,419.91,409.26,427.48,21.96,19.45,24.3,52.42,39.5,65.0,10.0,37.0
2,2,Feb,4.42,0.0,9.05,359.23,352.94,372.43,21.75,19.2,24.1,52.8,39.0,66.0,10.2,35.9
3,3,Mar,2.99,0.0,8.1,360.42,351.14,368.05,20.21,17.4,22.9,52.77,39.0,66.0,7.0,34.3
4,4,Apr,24.65,0.1,32.4,296.88,276.48,315.93,16.43,13.19,19.61,57.9,39.0,76.0,1.6,32.6
5,5,May,44.09,4.85,95.45,253.77,217.61,283.7,12.92,9.65,16.25,61.56,43.0,81.0,-0.7,27.7
6,6,Jun,79.39,30.75,125.6,215.99,174.66,250.8,9.71,6.19,13.4,62.22,44.0,81.0,-8.4,23.5
7,7,Jul,51.81,5.5,105.85,243.75,213.18,276.28,9.13,4.95,13.1,62.79,45.0,83.0,-9.8,25.2
8,8,Aug,67.94,7.9,138.15,260.45,231.29,294.4,10.31,6.8,14.2,67.22,49.0,84.0,-11.8,27.2
9,9,Sep,40.13,6.95,84.45,285.68,249.46,328.13,12.36,9.1,16.3,68.55,51.9,83.1,-4.7,28.6
10,10,Oct,32.15,6.8,81.3,347.68,317.91,379.42,14.9,11.2,18.35,63.52,49.0,78.5,0.6,32.4
11,11,Nov,15.52,3.1,33.8,372.85,353.17,385.9,17.96,14.4,21.4,56.36,42.0,71.0,1.2,33.7
12,12,Dec,6.71,0.1,23.1,418.84,403.64,432.03,20.38,17.3,23.35,52.81,39.0,66.0,4.3,36.0
