calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,68.74,32.05,106.6,143.4,115.25,174.26,3.76,-0.85,8.65,84.34,75.0,92.0,-13.1,17.2
2,2,Feb,51.27,19.9,82.85,192.32,164.89,217.23,4.89,0.4,9.3,78.52,68.0,89.0,-9.8,18.8
3,3,Mar,62.59,33.65,104.5,272.44,237.88,309.64,8.28,4.5,12.05,73.38,62.0,84.0,-4.1,23.9
4,4,Apr,66.96,33.2,115.3,303.84,265.62,330.97,11.91,7.3,16.0,67.53,52.0,80.0,-1.3,26.8
5,5,May,97.91,49.9,149.0,334.86,293.51,376.98,15.45,11.2,20.1,68.52,53.0,83.0,2.8,31.7
6,6,Jun,80.58,42.25,110.0,372.85,336.76,402.98,20.42,16.19,25.5,65.16,48.0,80.0,7.8,37.0
7,7,Jul,76.47,32.25,160.55,393.96,354.25,429.35,22.47,18.4,26.7,60.82,44.0,76.0,10.5,38.5
8,8,Aug,63.53,36.6,88.6,369.93,353.88,384.6,22.2,17.75,26.8,61.8,47.0,76.0,10.0,40.8
9,9,Sep,73.79,32.2,120.3,293.02,266.65,320.62,18.03,13.6,22.8,69.0,54.0,82.0,5.5,33.6
10,10,Oct,96.93,60.35,143.5,232.58,202.8,260.57,13.59,9.1,18.1,78.85,68.0,89.0,0.3,27.7
11,11,Nov,94.35,45.5,144.6,171.01,148.61,197.33,8.11,3.1,12.91,85.08,77.0,93.0,-4.5,20.4
12,12,Dec,78.76,39.25,108.7,148.29,113.94,194.73,4.95,0.5,9.9,86.75,78.0,94.0,-9.8,16.8
