time,precipitation_sum,relative_humidity_2m_mean,sunshine_duration,temperature_2m_mean,temperature_2m_min,temperature_2m_max,sunshine_hours,calendar_month
2010-01-01,0.0,27,32188.67,13.4,8.3,19.0,8.941297222222222,1
2010-01-02,0.0,22,32970.45,16.2,10.5,23.1,9.158458333333332,1
2010-01-03,0.0,22,31487.72,16.4,11.5,22.3,8.746588888888889,1
2010-01-04,0.0,24,31491.96,15.9,11.8,21.7,8.747766666666667,1
2010-01-05,0.0,25,33094.73,15.9,10.0,22.6,9.192980555555556,1
2010-01-06,0.0,24,31918.5,16.5,11.7,21.8,8.86625,1
2010-01-07,0.0,23,33193.07,16.9,11.2,23.1,9.220297222222221,1
2010-01-08,0.0,27,31607.53,16.6,12.8,21.2,8.779869444444444,1
2010-01-09,0.0,32,32885.31,16.0,11.8,21.4,9.134808333333332,1
2010-01-10,0.0,28,33364.79,17.1,12.6,23.4,9.267997222222222,1
2010-01-11,0.0,22,33427.96,17.3,12.6,23.5,9.285544444444444,1
2010-01-12,0.0,24,33493.89,17.7,11.4,23.7,9.303858333333332,1
2010-01-13,0.0,33,33562.45,18.3,13.2,24.6,9.322902777777777,1
2010-01-14,0.0,35,33633.49,16.7,10.8,23.0,9.34263611111111,1
2010-01-15,0.0,26,28168.59,16.5,10.9,22.3,7.824608333333333,1
2010-01-16,0.0,28,25792.98,16.9,12.0,22.8,7.164716666666666,1
2010-01-17,0.0,29,31803.33,16.6,10.0,22.3,8.834258333333334,1
2010-01-18,4.0,60,31199.84,16.0,11.6,21.0,8.666622222222223,1
2010-01-19,9.7,72,24563.26,14.8,10.2,21.5,6.823127777777778,1
2010-01-20,2.5,66,32158.86,14.1,7.6,20.4,8.933016666666667,1
2010-01-21,42.6,85,13674.12,13.0,10.4,17.0,3.798366666666667,1
2010-01-22,0.8,65,31919.87,12.4,9.1,15.6,8.866630555555556,1
2010-01-23,0.0,63,34365.27,11.7,7.9,16.7,9.545908333333333,1
2010-01-24,0.0,63,34454.66,11.6,7.5,15.8,9.57073888888889,1
2010-01-25,0.0,60,34489.59,12.2,8.7,16.2,9.580441666666665,1
2010-01-26,0.0,59,33018.79,13.1,10.3,16.9,9.171886111111112,1
2010-01-27,0.2,70,34732.37,13.1,9.3,17.6,9.647880555555556,1
2010-01-28,0.0,62,34829.39,13.8,9.9,18.9,9.674830555555555,1
2010-01-29,0.0,63,33266.64,13.8,10.6,18.2,9.240733333333333,1
2010-01-30,0.0,61,35029.61,14.5,11.0,19.1,9.730447222222223,1
2010-01-31,0.0,67,35132.52,14.0,8.9,19.4,9.759033333333333,1
2010-02-01,0.0,63,31769.02,14.6,11.7,18.7,8.824727777777778,2
2010-02-02,0.0,67,35343.22,13.5,9.2,18.6,9.817561111111111,2
2010-02-03,0.0,58,35450.73,14.6,9.2,21.2,9.847425000000001,2
2010-02-04,0.0,63,35533.74,14.7,9.2,21.1,9.870483333333333,2
2010-02-05,0.0,66,27997.13,14.7,9.4,19.9,7.776980555555556,2
2010-02-06,1.4,74,32053.08,14.9,10.3,19.5,8.903633333333334,2
2010-02-07,0.0,59,35712.34,13.8,9.7,18.9,9.920094444444443,2
2010-02-08,0.0,61,35771.24,13.1,7.5,18.4,9.936455555555556,2
2010-02-09,0.3,59,33061.77,14.3,8.3,20.1,9.183824999999999,2
2010-02-10,4.2,68,35459.16,12.2,7.0,17.2,9.849766666666667,2
2010-02-11,0.0,55,35982.95,14.1,7.9,19.9,9.995263888888887,2
2010-02-12,0.0,55,36000.0,15.3,10.6,20.5,10.0,2
2010-02-13,0.0,56,36085.67,16.0,10.2,23.1,10.023797222222221,2
2010-02-14,0.0,43,36141.51,17.8,11.3,25.4,10.039308333333334,2
2010-02-15,0.0,38,36204.95,18.9,14.0,25.3,10.056930555555555,2
2010-02-16,0.0,35,36281.69,19.1,13.2,26.4,10.078247222222222,2
2010-02-17,0.0,36,36291.78,19.1,12.1,26.4,10.08105,2
2010-02-18,0.0,35,36368.36,20.5,14.2,27.3,10.102322222222222,2
2010-02-19,0.0,41,36075.52,18.0,12.9,24.8,10.020977777777777,2
2010-02-20,1.6,55,36393.53,15.2,9.6,20.8,10.109313888888888,2
2010-02-21,0.0,51,36520.86,16.2,12.1,21.8,10.144683333333333,2
2010-02-22,0.0,41,36633.8,15.5,11.5,19.0,10.176055555555557,2
2010-02-23,0.0,23,37282.06,13.7,7.7,19.2,10.356127777777777,2
2010-02-24,0.0,22,37190.96,16.9,8.8,24.1,10.330822222222222,2
2010-02-25,0.0,41,37479.88,18.2,11.2,24.6,10.411077777777777,2
2010-02-26,0.0,26,36223.11,18.9,13.9,24.1,10.061975,2
2010-02-27,0.1,32,36946.77,18.0,13.6,24.6,10.262991666666666,2
2010-02-28,0.0,43,37962.1,17.0,9.6,23.8,10.545027777777777,2
2010-03-01,0.0,42,36353.0,18.7,12.4,24.8,10.098055555555556,3
2010-03-02,0.0,33,36814.35,19.4,13.7,25.3,10.226208333333332,3
2010-03-03,0.0,46,38459.26,17.6,10.2,24.5,10.683127777777779,3
2010-03-04,0.0,43,38718.17,16.3,11.3,22.1,10.755047222222222,3
2010-03-05,0.0,42,37943.05,15.9,8.2,22.1,10.539736111111113,3
2010-03-06,0.2,35,37366.26,17.2,12.1,23.7,10.379516666666667,3
2010-03-07,13.5,72,8139.78,12.0,9.8,13.8,2.26105,3
2010-03-08,0.0,67,38522.02,14.7,9.5,20.7,10.70056111111111,3
2010-03-09,0.0,54,39475.4,13.1,9.1,17.3,10.965388888888889,3
2010-03-10,0.0,57,39598.18,12.7,7.1,19.7,10.999494444444444,3
2010-03-11,0.0,47,39721.36,13.6,7.7,19.6,11.033711111111112,3
2010-03-12,0.0,37,39844.83,16.0,9.7,22.2,11.068008333333333,3
2010-03-13,0.0,48,39968.52,17.5,10.8,26.0,11.102366666666665,3
2010-03-14,0.0,24,40092.33,16.6,9.4,22.5,11.136758333333335,3
2010-03-15,0.0,25,40216.2,18.6,10.4,26.3,11.171166666666666,3
2010-03-16,0.0,27,40340.03,21.0,12.4,29.3,11.20556388888889,3
2010-03-17,0.0,23,40463.73,22.5,13.5,30.7,11.239925000000001,3
2010-03-18,0.0,27,40587.24,23.0,14.4,31.0,11.274233333333333,3
2010-03-19,0.0,21,40710.47,22.5,16.1,29.8,11.30846388888889,3
2010-03-20,0.0,15,40833.33,22.0,15.5,28.0,11.342591666666667,3
2010-03-21,0.0,19,39129.77,21.8,14.7,28.2,10.869380555555555,3
2010-03-22,0.3,23,36697.38,23.7,16.8,30.8,10.193716666666665,3
2010-03-23,0.0,34,35010.88,21.9,17.1,27.9,9.725244444444444,3
2010-03-24,0.0,17,41319.58,22.2,16.0,27.8,11.47766111111111,3
2010-03-25,0.0,28,41439.43,21.6,13.1,31.0,11.510952777777778,3
2010-03-26,0.0,28,41558.46,20.1,12.5,26.3,11.544016666666666,3
2010-03-27,0.0,17,41676.73,20.9,13.5,26.5,11.576869444444446,3
2010-03-28,0.0,15,41723.19,20.6,12.0,28.3,11.589775000000001,3
2010-03-29,0.0,15,41764.98,22.7,13.8,31.0,11.601383333333334,3
2010-03-30,0.0,25,41806.6,23.3,14.6,33.2,11.612944444444445,3
2010-03-31,0.0,35,41400.28,19.4,14.6,25.7,11.500077777777777,3
2010-04-01,3.3,45,31693.58,14.9,10.4,20.3,8.803772222222223,4
2010-04-02,0.0,39,41930.54,17.7,11.8,23.9,11.647372222222222,4
2010-04-03,0.0,35,42054.81,20.4,13.4,28.0,11.681891666666665,4
2010-04-04,0.0,37,42153.2,20.3,12.2,29.7,11.709222222222222,4
2010-04-05,0.0,40,42138.34,18.9,14.0,24.7,11.705094444444443,4
2010-04-06,0.0,27,42375.78,18.5,10.6,25.0,11.771049999999999,4
2010-04-07,0.0,13,42498.69,20.3,11.3,26.9,11.805191666666667,4
2010-04-08,0.0,13,42704.35,21.6,12.7,29.0,11.862319444444443,4
2010-04-09,0.0,18,42845.15,23.9,15.1,32.0,11.901430555555557,4
2010-04-10,0.0,25,42317.16,23.6,15.3,32.0,11.754766666666667,4
2010-04-11,0.0,32,43143.69,22.8,15.7,32.0,11.984358333333335,4
2010-04-12,0.0,38,39632.38,18.5,14.6,23.7,11.008994444444443,4
2010-04-13,0.0,32,43462.19,17.8,10.8,23.7,12.072830555555557,4
2010-04-14,0.0,22,43727.08,20.4,12.5,26.8,12.146411111111112,4
2010-04-15,0.0,20,41687.36,23.0,14.9,29.6,11.579822222222223,4
2010-04-16,0.0,27,43761.01,24.2,15.1,31.6,12.155836111111112,4
2010-04-17,0.0,23,40384.17,25.7,17.2,32.6,11.217825,4
2010-04-18,0.0,22,43441.69,26.7,18.9,33.8,12.067136111111111,4
2010-04-19,0.0,26,43149.14,26.3,19.8,32.5,11.985872222222222,4
2010-04-20,0.0,37,44414.17,25.4,19.6,33.4,12.337269444444445,4
2010-04-21,0.8,38,44520.73,16.5,13.1,19.9,12.366869444444445,4
2010-04-22,1.9,48,30327.84,14.9,11.7,20.5,8.4244,4
2010-04-23,0.0,43,44732.05,18.1,9.4,26.5,12.425569444444445,4
2010-04-24,0.0,32,44836.66,22.7,14.0,30.9,12.454627777777779,4
2010-04-25,0.0,25,44940.44,25.8,17.5,33.0,12.483455555555556,4
2010-04-26,0.0,19,45043.33,27.4,18.4,34.9,12.512036111111112,4
2010-04-27,0.0,25,45145.24,27.1,17.0,36.7,12.540344444444443,4
2010-04-28,0.0,30,45246.09,22.9,15.5,29.7,12.568358333333332,4
