calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,16.9,2.55,32.15,241.04,217.25,262.75,-3.43,-8.9,1.7,59.97,40.0,80.5,-24.2,12.3
2,2,Feb,25.6,3.15,56.1,237.27,211.93,261.4,-0.69,-5.49,4.0,61.01,39.0,80.9,-21.3,16.8
3,3,Mar,39.93,16.2,76.05,283.1,245.02,315.45,4.94,0.8,9.4,65.7,48.0,81.0,-8.3,22.9
4,4,Apr,74.64,34.75,108.95,281.88,255.4,309.68,11.1,6.69,15.3,65.99,52.0,81.0,-2.9,28.1
5,5,May,98.28,23.0,162.8,307.35,263.76,353.43,16.8,13.15,20.1,69.65,54.0,85.0,2.9,30.8
6,6,Jun,115.89,48.55,247.05,296.13,258.06,330.08,22.05,19.6,24.4,72.73,56.0,86.0,9.5,35.6
7,7,Jul,328.2,154.35,532.3,248.87,198.53,306.21,25.11,22.75,27.45,82.78,71.0,93.0,16.1,38.5
8,8,Aug,255.83,107.35,403.7,272.3,222.97,330.15,25.58,22.6,28.3,82.55,71.0,92.0,13.2,36.4
9,9,Sep,142.51,34.15,256.35,252.67,218.34,276.48,20.92,17.6,24.1,77.41,66.0,89.0,6.9,32.7
10,10,Oct,70.94,17.05,139.95,260.69,226.91,289.89,13.73,9.15,18.1,73.53,60.0,85.0,-1.2,27.3
11,11,Nov,53.18,18.75,89.65,223.53,204.01,247.72,6.34,0.29,12.2,70.94,54.0,85.0,-9.0,24.0
12,12,Dec,26.23,6.7,45.05,228.06,208.72,245.49,-1.68,-7.6,3.55,63.22,41.0,84.0,-18.4,15.6
