calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,13.81,8.7,17.9,4960
2,Feb,15.53,9.6,20.1,5236
3,Mar,19.07,13.2,23.8,5952
4,Apr,22.18,16.3,27.3,6092
5,May,22.74,18.3,26.8,6725
6,Jun,23.92,20.8,26.9,6720
7,Jul,23.64,21.1,26.2,6944
8,Aug,23.64,20.9,26.2,6628
9,Sep,23.2,20.3,25.8,5865
10,Oct,21.05,17.1,24.4,5540
11,Nov,17.67,12.6,21.4,5280
12,Dec,14.95,9.8,18.9,5156
