calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,6.03,1.8,9.8,4568
2,Feb,6.28,1.8,10.3,4609
3,Mar,8.48,4.3,12.6,5988
4,Apr,10.77,6.4,15.4,6564
5,May,14.22,9.4,19.9,7440
6,Jun,17.06,12.27,22.7,7668
7,Jul,20.44,15.0,26.3,7716
8,Aug,21.04,15.7,26.7,7020
9,Sep,17.82,13.2,23.1,6051
10,Oct,12.91,8.9,17.1,5372
11,Nov,8.43,4.5,12.4,4388
12,Dec,5.77,1.7,9.6,4464
