calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,58.67,29.6,98.35,158.42,116.45,188.03,-4.04,-12.1,2.4,71.91,57.0,88.0,-24.5,12.3
2,2,Feb,59.23,28.55,90.65,183.72,144.52,210.1,-3.94,-11.1,2.6,71.29,56.0,84.9,-25.1,16.3
3,3,Mar,63.31,32.7,101.85,242.74,211.06,279.68,0.62,-5.9,6.6,69.01,50.0,86.0,-20.1,19.3
4,4,Apr,89.39,50.9,130.8,272.29,236.12,306.22,6.03,1.2,10.6,68.44,52.0,86.0,-7.7,25.5
5,5,May,73.26,32.9,126.3,338.7,268.43,381.77,12.94,7.35,18.7,71.2,54.0,88.0,-2.9,29.6
6,6,Jun,91.28,44.2,132.75,360.73,329.63,402.07,18.58,14.6,22.81,70.48,55.0,86.0,5.7,35.9
7,7,Jul,69.91,40.8,104.15,395.28,371.37,415.68,22.21,18.9,25.65,69.77,57.0,83.0,11.3,34.0
8,8,Aug,64.88,36.55,90.2,358.94,341.69,375.2,21.39,18.3,24.5,71.8,60.0,84.0,10.4,31.9
9,9,Sep,65.57,35.35,97.0,294.98,271.98,317.93,17.91,13.7,22.4,73.5,62.0,85.0,4.9,31.9
10,10,Oct,87.27,57.6,129.7,216.91,188.43,253.09,11.5,6.1,17.15,73.79,62.0,87.0,-4.1,28.8
11,11,Nov,58.49,40.0,86.4,171.51,138.62,194.67,4.53,-0.7,10.4,73.2,60.0,87.0,-17.4,20.4
12,12,Dec,69.44,44.5,89.25,130.69,107.36,158.04,-0.27,-5.7,5.1,75.59,62.0,90.0,-24.8,14.8
