calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,-2.89,-11.3,4.3,4684
2,Feb,-1.79,-10.2,6.8,4836
3,Mar,4.54,-3.7,13.4,5860
4,Apr,10.08,2.2,18.5,6550
5,May,17.27,9.1,25.2,7044
6,Jun,22.12,15.9,28.3,7539
7,Jul,24.71,19.2,29.7,7360
8,Aug,23.43,18.0,28.4,6939
9,Sep,20.28,13.9,26.6,5848
10,Oct,13.48,6.4,21.4,5508
11,Nov,5.85,-1.4,13.8,4800
12,Dec,0.73,-6.1,7.5,4764
