time,precipitation_sum,relative_humidity_2m_mean,sunshine_duration,temperature_2m_mean,temperature_2m_min,temperature_2m_max,sunshine_hours,calendar_month
2010-01-01,0.0,80,1190.64,11.0,7.6,13.7,0.3307333333333334,1
2010-01-02,1.3,74,13629.51,11.1,7.2,16.6,3.785975,1
2010-01-03,3.5,84,27204.01,12.1,8.9,17.1,7.556669444444444,1
2010-01-04,0.0,80,22964.8,9.5,6.7,14.3,6.3791111111111105,1
2010-01-05,0.0,73,21560.22,9.5,6.5,15.7,5.98895,1
2010-01-06,0.0,65,26904.77,12.7,7.9,18.7,7.473547222222223,1
2010-01-07,2.2,71,18654.03,12.8,7.3,19.5,5.181674999999999,1
2010-01-08,13.0,97,0.0,9.6,7.7,11.2,0.0,1
2010-01-09,0.0,87,27244.53,6.8,4.1,11.3,7.567925,1
2010-01-10,0.0,83,28556.45,5.3,2.6,10.4,7.932347222222222,1
2010-01-11,0.0,74,33002.57,7.5,2.8,13.9,9.167380555555555,1
2010-01-12,0.6,81,13121.77,7.9,5.6,11.4,3.6449361111111114,1
2010-01-13,1.0,85,21442.29,9.4,6.2,14.6,5.956191666666667,1
2010-01-14,0.2,74,34672.25,11.5,4.9,19.4,9.631180555555556,1
2010-01-15,8.3,71,36040.92,11.6,7.6,15.9,10.011366666666666,1
2010-01-16,0.4,71,36510.26,10.4,4.6,17.6,10.14173888888889,1
2010-01-17,0.0,67,36467.81,12.1,5.4,20.2,10.129947222222222,1
2010-01-18,0.0,67,36681.79,12.7,4.6,21.5,10.189386111111112,1
2010-01-19,0.0,63,36810.89,13.4,4.7,23.0,10.225247222222222,1
2010-01-20,0.0,54,36824.32,14.0,5.6,23.3,10.228977777777777,1
2010-01-21,0.0,54,36912.22,13.7,5.3,23.1,10.253394444444444,1
2010-01-22,0.0,54,36914.69,13.8,4.1,24.0,10.254080555555555,1
2010-01-23,0.0,47,36917.6,14.4,5.4,24.9,10.254888888888889,1
2010-01-24,0.0,43,36745.71,15.2,6.5,25.4,10.207141666666667,1
2010-01-25,0.0,65,35485.48,14.1,8.6,23.2,9.857077777777778,1
2010-01-26,0.0,69,36000.0,13.5,6.2,22.5,10.0,1
2010-01-27,0.0,66,36127.08,15.1,9.3,22.9,10.035300000000001,1
2010-01-28,0.0,57,35879.94,15.7,7.2,24.4,9.966650000000001,1
2010-01-29,0.0,46,33352.07,15.9,9.4,23.0,9.264463888888889,1
2010-01-30,0.2,53,21153.24,15.1,11.3,19.8,5.875900000000001,1
2010-01-31,4.1,65,36194.65,13.2,7.1,21.4,10.054069444444444,1
2010-02-01,4.9,80,36000.0,12.4,8.2,17.8,10.0,2
2010-02-02,8.1,88,1726.17,11.4,8.0,16.1,0.4794916666666667,2
2010-02-03,34.7,94,0.0,11.7,9.4,14.4,0.0,2
2010-02-04,31.0,91,12842.94,11.7,10.0,14.5,3.5674833333333336,2
2010-02-05,0.0,68,37419.45,10.8,3.5,17.3,10.394291666666666,2
2010-02-06,0.0,61,37610.38,11.6,1.7,20.7,10.447327777777778,2
2010-02-07,0.0,60,35396.06,12.7,5.6,21.5,9.832238888888888,2
2010-02-08,0.0,65,37208.98,12.4,4.9,21.0,10.335827777777778,2
2010-02-09,0.0,76,37322.81,12.3,5.6,21.5,10.367447222222221,2
2010-02-10,0.0,70,36210.74,13.8,8.1,22.3,10.058538888888888,2
2010-02-11,0.0,61,32166.51,14.4,7.5,22.3,8.935141666666667,2
2010-02-12,0.0,67,36344.11,13.7,8.1,20.1,10.09558611111111,2
2010-02-13,0.0,68,36620.97,14.3,8.6,22.0,10.172491666666668,2
2010-02-14,0.0,61,37956.72,14.5,8.4,21.2,10.543533333333334,2
2010-02-15,6.3,83,26135.4,10.7,6.2,15.9,7.259833333333334,2
2010-02-16,2.4,75,34558.16,10.5,5.4,18.2,9.59948888888889,2
2010-02-17,12.1,91,0.0,9.5,7.8,11.8,0.0,2
2010-02-18,4.5,77,18857.32,11.6,8.7,16.7,5.238144444444444,2
2010-02-19,0.0,67,38373.14,12.2,6.7,18.7,10.659205555555555,2
2010-02-20,0.0,65,37899.81,12.3,4.8,20.6,10.527725,2
2010-02-21,0.0,55,38761.97,13.4,5.9,21.9,10.76721388888889,2
2010-02-22,0.0,53,38366.09,13.2,5.6,21.4,10.657247222222221,2
2010-02-23,0.0,49,38030.8,15.0,7.3,23.0,10.564111111111112,2
2010-02-24,0.9,74,26129.99,10.0,4.9,14.1,7.258330555555556,2
2010-02-25,0.0,60,38965.69,11.3,1.1,22.3,10.823802777777779,2
2010-02-26,0.0,55,39299.14,13.6,5.4,22.0,10.916427777777777,2
2010-02-27,0.0,69,38465.62,11.6,5.6,20.0,10.684894444444446,2
2010-02-28,0.0,58,39120.65,14.5,5.0,24.0,10.866847222222223,2
2010-03-01,0.0,41,39658.0,15.4,7.1,23.8,11.016111111111112,3
2010-03-02,0.0,57,39420.45,13.3,5.7,24.4,10.950125,3
2010-03-03,0.0,54,39672.18,14.7,5.5,25.4,11.02005,3
2010-03-04,0.0,51,37900.05,15.7,6.8,26.2,10.527791666666667,3
2010-03-05,0.0,51,37957.68,16.5,6.8,25.7,10.543800000000001,3
2010-03-06,0.0,58,38733.75,17.1,10.9,25.8,10.759375,3
2010-03-07,0.0,68,34794.81,16.4,10.5,24.3,9.665225,3
2010-03-08,0.0,55,12215.97,18.6,13.0,25.4,3.393325,3
2010-03-09,0.0,50,38782.09,18.8,10.6,27.0,10.772802777777777,3
2010-03-10,0.0,46,40339.91,19.2,12.0,27.2,11.205530555555557,3
2010-03-11,0.0,42,39733.34,18.6,9.7,27.1,11.037038888888889,3
2010-03-12,0.0,43,40160.81,17.4,11.2,26.8,11.155780555555555,3
2010-03-13,0.0,51,40549.46,17.3,8.5,27.3,11.263738888888888,3
2010-03-14,0.0,37,40608.69,18.2,7.7,28.2,11.280191666666667,3
2010-03-15,0.0,31,36147.96,18.9,9.1,27.3,10.0411,3
2010-03-16,0.0,46,36803.79,17.5,10.0,24.8,10.223275000000001,3
2010-03-17,0.0,66,29803.09,12.7,7.6,21.3,8.278636111111112,3
2010-03-18,0.0,56,40073.64,15.8,6.7,25.8,11.131566666666666,3
2010-03-19,0.0,43,40350.53,18.5,9.4,27.1,11.208480555555555,3
2010-03-20,0.0,41,41062.85,17.9,9.6,25.6,11.406347222222221,3
2010-03-21,0.1,63,33012.16,15.3,9.1,25.8,9.170044444444445,3
2010-03-22,0.0,52,41205.77,15.6,6.7,25.8,11.446047222222221,3
2010-03-23,0.0,37,41276.71,18.2,7.1,28.2,11.465752777777778,3
2010-03-24,0.0,25,38492.94,18.3,8.5,27.2,10.692483333333334,3
2010-03-25,0.0,33,41417.31,17.4,6.8,28.0,11.504808333333333,3
2010-03-26,0.0,50,41482.23,18.8,10.0,28.1,11.522841666666668,3
2010-03-27,0.0,33,41499.77,19.5,9.4,29.2,11.527713888888888,3
2010-03-28,0.0,47,40268.8,17.1,9.7,27.4,11.185777777777778,3
2010-03-29,0.1,64,29370.8,13.6,8.9,21.0,8.158555555555555,3
2010-03-30,0.0,45,41550.97,16.7,7.6,24.6,11.541936111111111,3
2010-03-31,0.0,41,41567.66,18.0,7.6,26.6,11.546572222222224,3
2010-04-01,0.0,42,41584.21,18.8,8.6,28.1,11.551169444444444,4
2010-04-02,0.0,29,41600.65,19.4,10.4,27.1,11.555736111111111,4
2010-04-03,0.0,39,40861.58,19.3,12.0,27.4,11.35043888888889,4
2010-04-04,0.0,55,35867.14,19.6,12.3,27.7,9.963094444444444,4
2010-04-05,0.0,59,37681.2,19.9,13.5,27.8,10.466999999999999,4
2010-04-06,0.0,46,40988.12,21.6,12.6,29.0,11.38558888888889,4
2010-04-07,0.0,36,40524.79,21.8,13.9,29.5,11.256886111111111,4
2010-04-08,5.0,68,36073.8,17.5,13.3,22.6,10.0205,4
2010-04-09,2.0,63,33873.67,18.7,12.6,27.6,9.409352777777777,4
2010-04-10,1.0,60,40258.44,20.1,13.3,28.8,11.1829,4
2010-04-11,2.3,60,41494.68,20.1,13.9,27.6,11.5263,4
2010-04-12,12.9,75,28081.47,18.4,14.7,26.7,7.800408333333333,4
2010-04-13,1.9,70,38324.18,17.1,12.4,24.3,10.645605555555555,4
2010-04-14,0.0,67,38621.77,17.1,12.3,24.6,10.728269444444443,4
2010-04-15,1.2,64,39600.0,17.5,11.9,25.3,11.0,4
2010-04-16,1.1,69,38814.84,16.3,12.5,22.4,10.781899999999998,4
2010-04-17,1.5,61,39957.8,17.4,11.5,25.5,11.099388888888889,4
2010-04-18,0.2,60,41915.23,17.6,10.6,25.1,11.643119444444446,4
2010-04-19,0.0,56,41890.93,18.7,12.2,27.7,11.636369444444444,4
2010-04-20,0.0,47,42467.39,19.6,10.4,28.6,11.796497222222222,4
2010-04-21,0.0,48,38327.91,20.9,12.1,29.5,10.646641666666667,4
2010-04-22,0.0,31,29249.06,21.1,14.0,28.6,8.124738888888889,4
2010-04-23,0.0,28,29279.64,22.4,14.0,28.8,8.133233333333333,4
2010-04-24,0.0,32,39781.33,22.7,14.8,30.4,11.050369444444446,4
2010-04-25,0.0,31,43079.47,22.4,14.2,29.1,11.966519444444446,4
2010-04-26,0.0,42,42499.89,21.5,13.3,30.5,11.805525,4
2010-04-27,0.0,37,39952.66,21.2,12.1,30.6,11.097961111111113,4
2010-04-28,0.0,40,40426.39,21.1,13.3,30.4,11.229552777777778,4
2010-04-29,0.0,29,43515.15,20.9,10.3,30.5,12.087541666666667,4
2010-04-30,0.0,19,43737.28,21.5,12.7,31.0,12.149244444444443,4
2010-05-01,0.0,15,43793.02,21.5,13.5,30.6,12.164727777777777,5
2010-05-02,0.0,23,43847.91,21.6,10.3,32.5,12.179975,5
2010-05-03,0.0,39,43082.38,21.8,10.3,32.2,11.967327777777777,5
2010-05-04,0.0,56,42880.51,19.7,13.5,26.8,11.911252777777777,5
2010-05-05,0.0,43,44007.08,21.8,12.0,31.5,12.22418888888889,5
2010-05-06,0.0,44,44058.27,21.9,10.9,32.1,12.238408333333332,5
2010-05-07,0.0,45,42247.42,22.2,11.3,33.1,11.735394444444443,5
2010-05-08,0.0,52,42269.35,20.5,13.0,29.9,11.741486111111112,5
2010-05-09,0.0,57,41653.62,21.7,14.7,30.1,11.570450000000001,5
2010-05-10,0.0,48,36833.67,23.4,16.3,31.4,10.231575,5
2010-05-11,0.1,42,40438.9,23.2,14.8,31.1,11.233027777777778,5
2010-05-12,9.3,66,28800.0,20.7,16.5,29.2,8.0,5
2010-05-13,10.3,65,41988.23,20.1,14.3,27.2,11.663397222222223,5
2010-05-14,4.5,69,43719.41,19.8,14.9,27.4,12.144280555555557,5
2010-05-15,1.2,66,34780.85,19.5,12.8,26.9,9.661347222222222,5
2010-05-16,1.2,65,40709.24,19.7,14.7,25.3,11.308122222222222,5
2010-05-17,0.8,63,43317.93,19.2,12.0,25.3,12.032758333333334,5
2010-05-18,0.5,64,38780.91,19.0,14.1,25.3,10.772475000000002,5
2010-05-19,0.0,53,42589.35,21.1,12.2,29.2,11.830375,5
2010-05-20,0.0,46,43670.78,22.6,13.1,30.4,12.130772222222221,5
2010-05-21,0.1,50,40408.94,23.3,16.8,30.3,11.224705555555555,5
2010-05-22,0.2,56,39131.71,22.6,16.1,30.3,10.869919444444443,5
2010-05-23,1.3,56,44597.34,22.8,17.3,30.5,12.38815,5
2010-05-24,0.5,55,41380.61,22.7,16.4,30.8,11.494613888888889,5
2010-05-25,0.0,56,39465.55,22.6,17.3,30.9,10.962652777777778,5
2010-05-26,0.9,66,39080.44,21.1,16.7,27.7,10.855677777777778,5
2010-05-27,0.5,67,41939.23,20.6,16.3,27.6,11.649786111111112,5
2010-05-28,1.6,64,42725.49,20.5,16.0,26.9,11.868191666666666,5
2010-05-29,0.0,52,42924.69,22.5,15.6,30.9,11.923525000000001,5
2010-05-30,0.0,42,43601.83,23.3,15.1,32.0,12.111619444444445,5
2010-05-31,0.0,49,41881.71,23.2,16.9,32.3,11.633808333333333,5
2010-06-01,1.1,50,45093.16,23.7,16.6,31.8,12.52587777777778,6
2010-06-02,0.0,39,45118.61,24.8,15.7,32.4,12.532947222222223,6
2010-06-03,0.0,32,45142.86,23.5,14.4,30.6,12.539683333333333,6
2010-06-04,0.0,45,41792.44,23.4,16.4,31.6,11.609011111111112,6
2010-06-05,0.0,50,39432.06,23.1,15.6,30.7,10.953349999999999,6
