calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,14.34,0.1,22.65,299.34,285.35,314.7,18.06,15.55,20.55,67.57,55.0,80.0,6.3,29.0
2,2,Feb,8.98,0.05,27.55,283.89,259.21,302.13,19.0,16.2,21.9,63.42,51.0,76.0,8.9,33.3
3,3,Mar,8.74,0.0,20.05,323.81,303.69,339.34,22.32,19.45,25.2,56.09,42.0,71.0,10.7,37.7
4,4,Apr,6.4,0.0,17.2,327.79,290.35,364.2,26.99,23.9,29.9,47.96,35.0,62.0,14.9,41.7
5,5,May,2.49,0.0,2.9,378.02,349.52,400.25,32.09,29.3,35.0,40.99,27.0,55.0,19.4,45.8
6,6,Jun,0.0,0.0,0.0,378.99,368.41,388.1,34.79,32.4,37.4,39.35,25.0,56.0,22.9,47.2
7,7,Jul,1.46,0.0,2.1,375.55,364.36,392.07,35.85,33.95,38.0,47.58,27.5,65.0,24.4,48.3
8,8,Aug,0.11,0.0,0.45,363.91,350.04,380.3,35.62,34.1,37.3,55.15,36.5,67.0,26.1,47.6
9,9,Sep,0.07,0.0,0.05,332.09,330.88,333.62,33.65,32.1,35.3,57.07,44.0,67.0,22.1,45.1
10,10,Oct,1.54,0.0,4.95,338.42,337.27,339.79,30.15,27.7,32.65,58.78,48.0,68.0,19.4,42.8
11,11,Nov,10.93,0.2,30.0,305.17,291.53,317.66,25.11,21.9,27.81,62.23,50.9,73.0,13.7,36.7
12,12,Dec,11.21,0.05,37.85,298.94,278.43,320.91,20.18,17.6,22.8,68.4,58.0,79.0,9.6,30.7
