calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,6.34,0.8,14.3,338.5,333.76,341.86,14.87,13.3,16.2,52.59,36.0,69.0,3.2,26.1
2,2,Feb,19.12,0.6,50.15,308.33,299.1,318.18,16.15,14.61,17.69,50.93,31.1,72.0,5.1,26.6
3,3,Mar,62.23,17.85,123.45,335.7,327.57,346.27,16.82,14.8,18.6,55.39,33.5,78.5,7.1,27.4
4,4,Apr,120.64,38.2,209.25,324.85,305.46,345.86,16.72,15.0,18.51,64.8,41.0,82.0,6.0,28.0
5,5,May,154.52,50.15,286.65,338.99,323.65,359.33,16.42,14.8,18.0,68.25,47.0,85.0,6.4,27.5
6,6,Jun,207.31,105.5,315.3,313.8,301.57,326.5,15.39,14.1,16.9,76.72,58.0,87.0,7.4,27.4
7,7,Jul,353.64,291.8,440.9,273.81,223.3,303.45,14.37,13.4,15.4,85.97,83.0,89.0,7.6,22.5
8,8,Aug,333.52,268.8,391.0,284.53,254.57,308.16,14.23,13.4,15.1,86.66,83.0,90.0,8.0,22.4
9,9,Sep,242.02,176.7,318.1,314.2,303.31,324.59,14.24,13.4,15.1,83.56,75.0,89.0,6.7,22.0
10,10,Oct,37.75,5.85,95.9,350.8,340.03,362.42,14.5,13.45,15.7,63.93,49.0,81.5,4.4,23.9
11,11,Nov,7.64,1.15,19.3,338.85,330.93,344.58,14.76,13.39,16.2,56.7,43.0,73.0,4.6,24.4
12,12,Dec,2.12,0.0,6.45,339.11,329.07,345.02,14.39,13.1,15.7,53.6,40.0,69.0,3.7,24.2
