calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,10.86,6.1,15.0,4544
2,Feb,11.38,6.0,15.6,4919
3,Mar,13.37,8.9,17.2,5923
4,Apr,15.58,11.5,19.3,6365
5,May,18.67,14.2,22.9,7262
6,Jun,23.24,18.7,27.7,7200
7,Jul,25.86,21.8,29.3,7440
8,Aug,26.06,21.9,29.8,6800
9,Sep,22.83,18.8,26.6,5998
10,Oct,19.63,15.48,23.4,5489
11,Nov,14.74,9.7,19.2,4800
12,Dec,12.0,7.4,15.8,4505
