calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,27.58,23.7,30.8,5952
2,Feb,28.51,24.3,31.9,5424
3,Mar,29.04,25.5,31.9,5952
4,Apr,28.96,26.1,31.2,5760
5,May,28.28,26.2,30.2,5952
6,Jun,27.76,26.1,29.3,5760
7,Jul,27.56,25.9,28.9,6347
8,Aug,27.37,25.7,28.8,5952
9,Sep,27.27,25.49,28.9,5760
10,Oct,27.26,25.1,29.1,5952
11,Nov,27.06,24.6,29.2,5760
12,Dec,27.11,24.0,29.7,5952
