calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,4.68,-0.4,9.1,4200
2,Feb,5.47,0.0,10.0,4475
3,Mar,7.78,2.9,12.4,5881
4,Apr,10.73,6.0,16.3,6664
5,May,14.01,9.0,19.7,7846
6,Jun,17.26,12.8,22.5,8041
7,Jul,18.9,14.8,23.3,8100
8,Aug,19.17,15.2,23.5,7220
9,Sep,16.77,12.7,21.2,6052
10,Oct,13.15,9.1,17.0,5272
11,Nov,8.62,4.1,12.8,4161
12,Dec,6.08,0.77,10.3,3968
