calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,25.27,20.5,30.4,5456
2,Feb,26.84,21.3,32.2,5088
3,Mar,28.77,22.9,34.3,6096
4,Apr,30.61,24.4,36.6,6240
5,May,31.52,25.8,36.9,6448
6,Jun,30.06,25.3,34.7,6240
7,Jul,30.26,25.6,34.2,6448
8,Aug,30.06,25.6,34.0,6448
9,Sep,29.35,25.07,33.2,6008
10,Oct,28.14,24.1,31.9,5912
11,Nov,27.11,23.0,30.7,5280
12,Dec,26.15,21.5,30.5,5456
