calendar_month,month,time,precipitation_sum,precipitation_sum_p10,precipitation_sum_p90,sunshine_hours,sunshine_hours_p10,sunshine_hours_p90,temperature_2m_mean,temperature_2m_mean_p10,temperature_2m_mean_p90,relative_humidity_2m_mean,relative_humidity_2m_mean_p10,relative_humidity_2m_mean_p90,temperature_2m_min_absolute,temperature_2m_max_absolute
1,1,Jan,99.64,4.85,237.7,226.34,192.43,260.94,10.19,7.8,12.5,80.95,63.0,92.0,-0.1,21.7
2,2,Feb,85.41,6.7,198.55,244.08,197.88,286.26,10.81,8.2,13.3,78.9,66.0,90.0,0.5,23.1
3,3,Mar,90.04,31.0,146.55,290.27,255.26,320.14,11.67,9.4,14.0,78.79,69.0,89.0,3.0,27.6
4,4,Apr,32.87,5.1,69.8,344.78,321.18,364.94,12.68,10.4,14.9,76.65,66.0,86.0,3.1,29.6
5,5,May,14.7,0.2,31.4,398.84,376.43,415.8,13.92,12.1,16.4,74.47,63.0,84.5,6.4,29.1
6,6,Jun,3.65,0.0,5.55,398.31,378.3,413.58,15.51,13.7,17.81,75.18,64.9,85.0,8.4,34.8
7,7,Jul,0.88,0.0,2.0,408.06,383.53,423.75,15.79,14.2,17.8,78.79,71.0,86.0,10.3,30.4
8,8,Aug,0.44,0.0,1.3,385.38,370.34,397.72,16.48,14.85,18.55,79.75,73.0,87.0,10.6,32.9
9,9,Sep,3.22,0.05,8.6,344.4,328.71,356.93,17.08,14.8,19.7,77.14,67.0,85.1,9.9,38.5
10,10,Oct,26.32,0.2,60.45,302.68,270.79,327.98,16.14,13.6,19.05,74.06,54.0,87.5,7.0,38.0
11,11,Nov,59.78,27.6,100.25,253.45,234.91,271.92,12.71,10.2,15.41,77.85,62.0,90.0,1.1,26.9
12,12,Dec,118.92,5.7,209.9,211.34,177.96,261.94,10.28,7.6,13.25,80.28,64.0,92.0,-1.3,20.3
