calendar_month,time,daytime_temperature,daytime_temperature_p10,daytime_temperature_p90,daylight_hours_sampled
1,Jan,2.01,-3.2,7.27,4464
2,Feb,4.19,-2.2,10.64,4647
3,Mar,8.37,1.4,15.5,5918
4,Apr,12.89,5.7,20.2,6525
5,May,16.59,10.6,22.6,7464
6,Jun,21.44,15.09,28.1,7680
7,Jul,23.61,17.5,29.9,7496
8,Aug,23.31,16.9,30.3,7117
9,Sep,18.47,12.4,24.9,6048
10,Oct,12.98,7.83,18.7,5324
11,Nov,7.54,2.08,13.1,4539
12,Dec,3.23,-1.47,8.2,4464
